START,n_0,C_min,Npred_0,CpredAlign,Lambda_min,Jitter,JitterRatio,Status
(7#)35/2,3769,1.943543,3779,2.210823,-1.288522e-01,0.463950,-5.760966e-01,OUTLIER
(7#)18,3799,2.075010,3881,2.216116,-6.579014e-02,0.458491,-3.077618e-01,OUTLIER
(7#)37/2,3964,2.216472,3989,2.220280,-1.716571e-03,0.454195,-8.384064e-03,OUTLIER
(7#)19,4051,2.044491,4093,2.224906,-8.456581e-02,0.449420,-4.014396e-01,OUTLIER
(7#)39/2,4153,2.340594,4096,2.228027,4.928830e-02,0.445490,2.526813e-01,EXPECTED
(7#)20,4282,2.220909,4297,2.232603,-5.251598e-03,0.441471,-2.648872e-02,OUTLIER
(7#)41/2,4393,2.306710,4409,2.237063,3.065842e-02,0.437509,1.591899e-01,EXPECTED
(7#)21,4486,2.143577,4513,2.240323,-4.414412e-02,0.433493,-2.231778e-01,OUTLIER
(7#)43/2,4603,2.102361,4603,2.243471,-6.496322e-02,0.430237,-3.279820e-01,OUTLIER
(11#)2,4651,2.085780,4723,2.246743,-7.433873e-02,0.426852,-3.770932e-01,OUTLIER
(7#)45/2,4801,1.856187,4817,2.249997,-1.924045e-01,0.423484,-9.299289e-01,OUTLIER
(7#)23,4909,2.178086,4933,2.252913,-3.377754e-02,0.420434,-1.779756e-01,OUTLIER
(7#)47/2,4987,2.151973,5039,2.255881,-4.715549e-02,0.417390,-2.489470e-01,OUTLIER
(7#)24,5086,2.176695,5119,2.258881,-3.706189e-02,0.414253,-1.983957e-01,OUTLIER
(7#)49/2,5242,2.126897,5237,2.261331,-6.128947e-02,0.411714,-3.265228e-01,OUTLIER
(7#)25,5308,2.217466,5351,2.264154,-2.083608e-02,0.408814,-1.142035e-01,OUTLIER
(7#)51/2,5416,1.965120,5449,2.266972,-1.428917e-01,0.405890,-7.436793e-01,OUTLIER
(7#)26,5557,2.301782,5563,2.268980,1.435321e-02,0.403779,8.123751e-02,EXPECTED
(7#)53/2,5596,2.182571,5669,2.271146,-3.978101e-02,0.401556,-2.205794e-01,OUTLIER
(7#)27,5728,2.248387,5749,2.273518,-1.111534e-02,0.399065,-6.297470e-02,OUTLIER
(11#)5/2,5857,2.159168,5879,2.275464,-5.246103e-02,0.397043,-2.929053e-01,OUTLIER
(7#)28,5906,2.349289,5981,2.277485,3.104097e-02,0.394966,1.817979e-01,EXPECTED
(7#)57/2,6038,2.309643,6089,2.279464,1.315264e-02,0.392883,7.681422e-02,EXPECTED
(7#)29,6131,2.233345,6173,2.281360,-2.127129e-02,0.390911,-1.228285e-01,OUTLIER
(7#)59/2,6218,2.356115,6299,2.283247,3.141552e-02,0.388969,1.873363e-01,EXPECTED
(7#)30,6353,2.124621,6397,2.285013,-7.277828e-02,0.387128,-4.143126e-01,OUTLIER
(7#)61/2,6421,2.298798,6491,2.286977,5.155519e-03,0.385081,3.069744e-02,EXPECTED
(7#)31,6568,2.399779,6607,2.288556,4.745560e-02,0.383434,2.900708e-01,EXPECTED
(7#)63/2,6719,2.265862,6719,2.290033,-1.061097e-02,0.381871,-6.329624e-02,OUTLIER
(7#)32,6791,2.430712,6823,2.291738,5.887374e-02,0.380112,3.656133e-01,EXPECTED
(7#)65/2,6863,2.365471,6917,2.293061,3.108955e-02,0.378709,1.912022e-01,EXPECTED
(11#)3,7024,2.323062,7027,2.294720,1.227531e-02,0.376975,7.518270e-02,EXPECTED
(7#)67/2,7108,2.390305,7129,2.295949,4.027471e-02,0.375690,2.511539e-01,EXPECTED
(7#)34,7219,2.055910,7243,2.297399,-1.110590e-01,0.374172,-6.453957e-01,OUTLIER
(7#)69/2,7246,2.136908,7349,2.298603,-7.294162e-02,0.372913,-4.335998e-01,OUTLIER
(7#)35,7351,2.199762,7451,2.299867,-4.450212e-02,0.371588,-2.693978e-01,OUTLIER
(7#)71/2,7522,2.372402,7559,2.301133,3.050133e-02,0.370281,1.924727e-01,EXPECTED
(7#)36,7561,2.321013,7649,2.302318,8.087287e-03,0.369037,5.065888e-02,EXPECTED
(7#)73/2,7727,2.199214,7759,2.303510,-4.633402e-02,0.367786,-2.835780e-01,OUTLIER
(7#)37,7846,2.336977,7873,2.304790,1.386865e-02,0.366442,8.783655e-02,EXPECTED
(7#)75/2,7951,2.232082,7963,2.305699,-3.244910e-02,0.365486,-2.014222e-01,OUTLIER
(7#)38,8062,2.328303,8081,2.306862,9.251517e-03,0.364262,5.886148e-02,EXPECTED
(11#)7/2,8116,2.236375,8179,2.307759,-3.142067e-02,0.363301,-1.964872e-01,OUTLIER
(7#)39,8224,2.292547,8192,2.308444,-6.910278e-03,0.362238,-4.388551e-02,OUTLIER
(7#)79/2,8311,2.234912,8389,2.309726,-3.292705e-02,0.361246,-2.070999e-01,OUTLIER
(7#)40,8429,2.249292,8501,2.310789,-2.697352e-02,0.360108,-1.707738e-01,OUTLIER
(7#)81/2,8599,2.329117,8609,2.311610,7.544974e-03,0.359258,4.873100e-02,EXPECTED
(7#)41,8614,2.287560,8713,2.312509,-1.084733e-02,0.358291,-6.963334e-02,OUTLIER
(7#)83/2,8777,2.179478,8819,2.313284,-5.958276e-02,0.357473,-3.743108e-01,OUTLIER
(7#)42,8839,2.279660,8923,2.314098,-1.499367e-02,0.356627,-9.656588e-02,OUTLIER
(7#)85/2,9014,2.281605,9029,2.314919,-1.449556e-02,0.355758,-9.364231e-02,OUTLIER
(7#)43,9091,2.412999,9133,2.315743,4.113979e-02,0.354884,2.740501e-01,EXPECTED
(7#)87/2,9173,2.323530,9239,2.316428,3.061237e-03,0.354157,2.005325e-02,EXPECTED
(11#)4,9283,2.301998,9343,2.317149,-6.560109e-03,0.353392,-4.287307e-02,OUTLIER
(7#)89/2,9349,2.396602,9439,2.317874,3.340151e-02,0.352621,2.232652e-01,EXPECTED
(7#)45,9511,2.294051,9551,2.318603,-1.064560e-02,0.351845,-6.978073e-02,OUTLIER
(7#)91/2,9649,2.163663,9649,2.319381,-6.949772e-02,0.351002,-4.436385e-01,OUTLIER
(7#)46,9748,2.284701,9749,2.319846,-1.526564e-02,0.350521,-1.002650e-01,OUTLIER
(7#)93/2,9817,2.375649,9859,2.320462,2.350436e-02,0.349849,1.577452e-01,EXPECTED
(7#)47,9941,2.284239,9973,2.321062,-1.599191e-02,0.349209,-1.054469e-01,OUTLIER
(7#)95/2,10078,2.360845,10079,2.321818,1.666911e-02,0.348400,1.120178e-01,EXPECTED
(7#)48,10174,2.343381,10181,2.322270,9.049603e-03,0.347916,6.067844e-02,EXPECTED
(7#)97/2,10273,2.292671,10289,2.322817,-1.306316e-02,0.347344,-8.679004e-02,OUTLIER
(7#)49,10369,2.243034,10391,2.323364,-3.518672e-02,0.346756,-2.316615e-01,OUTLIER
(11#)9/2,10462,2.194423,10499,2.323834,-5.729927e-02,0.346238,-3.737631e-01,OUTLIER
(7#)50,10501,2.449522,10601,2.324333,5.245979e-02,0.345715,3.621162e-01,EXPECTED
(7#)101/2,10687,2.319381,10709,2.324810,-2.337976e-03,0.345187,-1.572771e-02,OUTLIER
(7#)51,10786,2.430362,10799,2.325276,4.420148e-02,0.344684,3.048764e-01,EXPECTED
(7#)103/2,10883,2.318296,10909,2.325795,-3.229483e-03,0.344124,-2.179156e-02,OUTLIER
(7#)52,11023,2.452351,11003,2.326249,5.279006e-02,0.343644,3.669553e-01,EXPECTED
(7#)105/2,11054,2.258518,11119,2.326602,-2.969999e-02,0.343249,-1.983516e-01,OUTLIER
(7#)53,11197,2.391314,11213,2.327011,2.725839e-02,0.342806,1.875784e-01,EXPECTED
(7#)107/2,11272,2.131467,11329,2.327421,-8.795031e-02,0.342360,-5.723624e-01,OUTLIER
(7#)54,11353,2.334737,11443,2.327832,2.961889e-03,0.341912,2.019525e-02,EXPECTED
(7#)109/2,11461,2.347919,11549,2.328172,8.445994e-03,0.341541,5.781736e-02,EXPECTED
(11#)5,11593,2.296655,11633,2.328530,-1.378345e-02,0.341150,-9.343397e-02,OUTLIER
(7#)111/2,11749,2.392249,11743,2.328892,2.684131e-02,0.340765,1.859258e-01,EXPECTED
(7#)56,11839,2.348206,11863,2.329275,8.094572e-03,0.340345,5.562297e-02,EXPECTED
(7#)113/2,11932,2.392674,11969,2.329542,2.673989e-02,0.340039,1.856611e-01,EXPECTED
(7#)57,11971,2.386736,12073,2.329852,2.412200e-02,0.339697,1.674551e-01,EXPECTED
(7#)115/2,12101,2.395745,12163,2.330224,2.772985e-02,0.339298,1.931075e-01,EXPECTED
(7#)58,12281,2.223656,12281,2.330499,-4.692972e-02,0.338993,-3.151776e-01,OUTLIER
(7#)117/2,12326,2.217079,12379,2.330744,-4.999697e-02,0.338721,-3.355712e-01,OUTLIER
(7#)59,12422,2.346659,12491,2.330996,6.696970e-03,0.338429,4.628149e-02,EXPECTED
(7#)119/2,12574,2.295932,12589,2.331268,-1.527346e-02,0.338136,-1.045023e-01,OUTLIER
(7#)60,12671,2.225896,12703,2.331515,-4.635874e-02,0.337859,-3.126127e-01,OUTLIER
(11#)11/2,12757,2.354186,12809,2.331771,9.566955e-03,0.337572,6.640065e-02,EXPECTED
(7#)61,12878,2.336543,12911,2.332007,1.943216e-03,0.337305,1.344777e-02,EXPECTED
(7#)123/2,12982,2.377047,13009,2.332209,1.904307e-02,0.337077,1.330201e-01,EXPECTED
(7#)62,13049,2.340065,13121,2.332442,3.262919e-03,0.336811,2.263287e-02,EXPECTED
(7#)125/2,13142,2.381559,13229,2.332614,2.076579e-02,0.336605,1.454078e-01,EXPECTED
(7#)63,13241,2.313245,13331,2.332834,-8.432537e-03,0.336364,-5.823750e-02,OUTLIER
(7#)127/2,13339,2.408045,13421,2.333003,3.165894e-02,0.336169,2.232270e-01,EXPECTED
(7#)64,13451,2.365320,13537,2.333178,1.368203e-02,0.335966,9.567040e-02,EXPECTED
(7#)129/2,13646,2.418129,13649,2.333358,3.568567e-02,0.335757,2.524772e-01,EXPECTED
(7#)65,13729,2.380300,13751,2.333535,1.984224e-02,0.335551,1.393678e-01,EXPECTED
(7#)131/2,13807,2.343338,13859,2.333662,4.137701e-03,0.335401,2.884905e-02,EXPECTED
(11#)6,13943,2.508139,13963,2.333822,7.203378e-02,0.335212,5.200202e-01,EXPECTED
(7#)133/2,14051,2.389016,14057,2.333935,2.332588e-02,0.335066,1.643885e-01,EXPECTED
(7#)67,14096,2.408715,14173,2.334064,3.148246e-02,0.334911,2.228980e-01,EXPECTED
(7#)135/2,14243,2.286441,14251,2.334196,-2.067105e-02,0.334761,-1.426540e-01,OUTLIER
(7#)68,14332,2.428418,14369,2.334310,3.952367e-02,0.334622,2.812367e-01,EXPECTED
(7#)137/2,14411,2.316236,14489,2.334411,-7.816157e-03,0.334487,-5.433694e-02,OUTLIER
(7#)69,14528,2.225437,14593,2.334522,-4.785386e-02,0.334348,-3.262619e-01,OUTLIER
(7#)139/2,14699,2.430591,14699,2.334636,4.027845e-02,0.334215,2.871056e-01,EXPECTED
(7#)70,14779,2.470069,14797,2.334712,5.635754e-02,0.334118,4.051174e-01,EXPECTED
(7#)141/2,14831,2.313924,14897,2.334788,-8.976310e-03,0.334018,-6.246370e-02,OUTLIER
(7#)71,14951,2.398094,15013,2.334858,2.672318e-02,0.333915,1.893775e-01,EXPECTED
(13#)/2,15784,2.297078,16141,2.334927,-1.634275e-02,0.333832,-1.133774e-01,OUTLIER
(11#)7,17218,2.342733,16384,2.335118,3.255771e-03,0.333177,2.285572e-02,EXPECTED
(11#)15/2,18322,2.313856,18461,2.334243,-8.772245e-03,0.333829,-6.107019e-02,OUTLIER
(11#)8,18637,2.262025,19609,2.333008,-3.089799e-02,0.334869,-2.119724e-01,OUTLIER
(11#)17/2,20509,2.288028,20789,2.331334,-1.875032e-02,0.336359,-1.287493e-01,OUTLIER
(11#)9,20816,2.279925,21943,2.329342,-2.144328e-02,0.338176,-1.461281e-01,OUTLIER
(11#)19/2,22354,2.333078,23099,2.329140,1.689325e-03,0.338363,1.163839e-02,EXPECTED
(11#)10,23201,2.282149,24251,2.339835,-2.496287e-02,0.327646,-1.760620e-01,OUTLIER
(11#)21/2,24256,2.336632,25409,2.350596,-5.958337e-03,0.316618,-4.410362e-02,OUTLIER
(11#)11,25496,2.309603,26561,2.360195,-2.166859e-02,0.306878,-1.648603e-01,OUTLIER
(11#)23/2,27182,2.331847,27701,2.369325,-1.594445e-02,0.297619,-1.259261e-01,OUTLIER
(11#)12,27904,2.328254,28871,2.377764,-2.104192e-02,0.289055,-1.712823e-01,OUTLIER
(11#)25/2,29738,2.340355,30029,2.385511,-1.911073e-02,0.281187,-1.605906e-01,OUTLIER
(13#),30332,2.331433,31183,2.392875,-2.601247e-02,0.273708,-2.244801e-01,OUTLIER
(11#)27/2,31294,2.341935,32327,2.399609,-2.432830e-02,0.266871,-2.161119e-01,OUTLIER
(11#)14,32972,2.389670,32768,2.405975,-6.799946e-03,0.260403,-6.261449e-02,OUTLIER
(11#)29/2,34274,2.354215,34649,2.412001,-2.424935e-02,0.254274,-2.272588e-01,OUTLIER
(11#)15,35792,2.297694,35803,2.417609,-5.087302e-02,0.248573,-4.824136e-01,OUTLIER
(11#)31/2,36436,2.373766,36947,2.422948,-2.050726e-02,0.243146,-2.022735e-01,OUTLIER
(11#)16,37201,2.393769,38113,2.428014,-1.420453e-02,0.237992,-1.438914e-01,OUTLIER
(11#)33/2,38188,2.401751,39251,2.432732,-1.281685e-02,0.233188,-1.328585e-01,OUTLIER
(11#)17,39992,2.425829,40423,2.437320,-4.725753e-03,0.228521,-5.028422e-02,OUTLIER
(11#)35/2,40597,2.307754,41579,2.441523,-5.634727e-02,0.224239,-5.965465e-01,OUTLIER
(11#)18,41851,2.392174,42727,2.445640,-2.210427e-02,0.220049,-2.429732e-01,OUTLIER
(11#)37/2,43531,2.348344,43889,2.449483,-4.216658e-02,0.216134,-4.679458e-01,OUTLIER
(11#)19,44533,2.418503,45013,2.453179,-1.423598e-02,0.212365,-1.632849e-01,OUTLIER
(13#)3/2,45259,2.407217,46199,2.456736,-2.036233e-02,0.208742,-2.372259e-01,OUTLIER
(11#)20,46369,2.380141,47353,2.460142,-3.305934e-02,0.205267,-3.897412e-01,OUTLIER
(11#)41/2,47834,2.378831,48497,2.463343,-3.491018e-02,0.202003,-4.183700e-01,OUTLIER
(11#)21,48931,2.430664,49663,2.466451,-1.461580e-02,0.198832,-1.799861e-01,OUTLIER
(11#)43/2,50461,2.416903,50789,2.469392,-2.148500e-02,0.195832,-2.680308e-01,OUTLIER
(11#)22,51826,2.346624,51973,2.472242,-5.214773e-02,0.192926,-6.511201e-01,OUTLIER
(11#)45/2,52876,2.469593,53129,2.474982,-2.179764e-03,0.190128,-2.834406e-02,OUTLIER
(11#)23,53624,2.388364,54277,2.477647,-3.670071e-02,0.187405,-4.764174e-01,OUTLIER
(11#)47/2,54421,2.447211,55439,2.480147,-1.336882e-02,0.184852,-1.781750e-01,OUTLIER
(11#)24,56176,2.444148,56591,2.482588,-1.560497e-02,0.182360,-2.107918e-01,OUTLIER
(11#)49/2,57172,2.426083,57737,2.484943,-2.397170e-02,0.179954,-3.270836e-01,OUTLIER
(11#)25,58789,2.355012,58901,2.487208,-5.461497e-02,0.177637,-7.441918e-01,OUTLIER
(11#)51/2,59074,2.411060,60041,2.489401,-3.197563e-02,0.175395,-4.466547e-01,OUTLIER
(13#)2,61058,2.418361,61211,2.491546,-2.981336e-02,0.173204,-4.225364e-01,OUTLIER
(11#)53/2,61444,2.421746,62351,2.493573,-2.922785e-02,0.171129,-4.197243e-01,OUTLIER
(11#)27,63421,2.436905,63521,2.495560,-2.378436e-02,0.169096,-3.468740e-01,OUTLIER
(11#)55/2,64198,2.443219,64679,2.497456,-2.195618e-02,0.167156,-3.244694e-01,OUTLIER
(11#)28,65336,2.468498,65536,2.499329,-1.241243e-02,0.165240,-1.865832e-01,OUTLIER
(11#)57/2,66602,2.429966,66977,2.501108,-2.885657e-02,0.163419,-4.353349e-01,OUTLIER
(11#)29,67904,2.413565,68141,2.502865,-3.633117e-02,0.161619,-5.525340e-01,OUTLIER
(11#)59/2,69239,2.447118,69263,2.504538,-2.319328e-02,0.159905,-3.590882e-01,OUTLIER
(11#)30,69911,2.449157,70451,2.506195,-2.302178e-02,0.158210,-3.605208e-01,OUTLIER
(11#)61/2,70544,2.431070,71597,2.507771,-3.106282e-02,0.156594,-4.898080e-01,OUTLIER
(11#)31,71633,2.358847,72763,2.509345,-6.184882e-02,0.154981,-9.710739e-01,OUTLIER
(11#)63/2,73016,2.438849,73907,2.510819,-2.908279e-02,0.153469,-4.689546e-01,OUTLIER
(11#)32,74716,2.474061,75041,2.512301,-1.533814e-02,0.151949,-2.516634e-01,OUTLIER
(13#)5/2,75968,2.467098,76213,2.513704,-1.871480e-02,0.150510,-3.096538e-01,OUTLIER
(11#)33,77144,2.383605,77383,2.515083,-5.369176e-02,0.149095,-8.818404e-01,OUTLIER
(11#)67/2,78427,2.494035,78539,2.516467,-8.954053e-03,0.147712,-1.518631e-01,OUTLIER
(11#)34,79312,2.406904,79693,2.517743,-4.502159e-02,0.146368,-7.572625e-01,OUTLIER
(11#)69/2,79784,2.452666,80849,2.519021,-2.669474e-02,0.145056,-4.574440e-01,OUTLIER
(11#)35,81749,2.460417,82003,2.520277,-2.403797e-02,0.143765,-4.163739e-01,OUTLIER
(11#)71/2,82252,2.460452,83137,2.521479,-2.450056e-02,0.142530,-4.281695e-01,OUTLIER
(11#)36,84046,2.459958,84313,2.522680,-2.517755e-02,0.141299,-4.438956e-01,OUTLIER
(11#)73/2,84562,2.471941,85469,2.523820,-2.076995e-02,0.140127,-3.702284e-01,OUTLIER
(11#)37,86248,2.426071,86599,2.524961,-3.995254e-02,0.138954,-7.116744e-01,OUTLIER
(11#)75/2,87316,2.472748,87767,2.526047,-2.132555e-02,0.137838,-3.866786e-01,OUTLIER
(11#)38,88498,2.433762,88919,2.527133,-3.764725e-02,0.136722,-6.829259e-01,OUTLIER
(11#)77/2,89459,2.383150,90089,2.528173,-5.907377e-02,0.135653,-1.069073e+00,OUTLIER
(13#)3,90526,2.492321,91243,2.529212,-1.469339e-02,0.134584,-2.741113e-01,OUTLIER
(11#)79/2,92357,2.434532,92399,2.530204,-3.854539e-02,0.133564,-7.163008e-01,OUTLIER
(11#)40,92656,2.473194,93553,2.531183,-2.317635e-02,0.132557,-4.374646e-01,OUTLIER
(11#)81/2,94228,2.450231,94709,2.532143,-3.288367e-02,0.131570,-6.225735e-01,OUTLIER
(11#)41,95467,2.446013,95857,2.533089,-3.498015e-02,0.130595,-6.667637e-01,OUTLIER
(11#)83/2,96361,2.470995,97007,2.534001,-2.517857e-02,0.129657,-4.859437e-01,OUTLIER
(11#)42,97684,2.508166,98143,2.534897,-1.060120e-02,0.128734,-2.076452e-01,OUTLIER
(11#)85/2,98764,2.453349,99317,2.535779,-3.304686e-02,0.127825,-6.448660e-01,OUTLIER
(11#)43,99581,2.468655,100483,2.536650,-2.717084e-02,0.126928,-5.356974e-01,OUTLIER
(11#)87/2,101467,2.483060,101627,2.537488,-2.168294e-02,0.126065,-4.317455e-01,OUTLIER
(11#)44,102352,2.491281,102793,2.538310,-1.870147e-02,0.125218,-3.755770e-01,OUTLIER
(11#)89/2,103214,2.468903,103919,2.539121,-2.804404e-02,0.124382,-5.645351e-01,OUTLIER
(11#)45,104056,2.467765,105097,2.539914,-2.881734e-02,0.123564,-5.838998e-01,OUTLIER
(13#)7/2,105883,2.452749,106243,2.540693,-3.522744e-02,0.122761,-7.163839e-01,OUTLIER
(11#)46,106298,2.480088,107377,2.541457,-2.444350e-02,0.121974,-5.031318e-01,OUTLIER
(11#)93/2,107684,2.498534,108557,2.542222,-1.733434e-02,0.121185,-3.605067e-01,OUTLIER
(11#)47,109717,2.499467,109721,2.542940,-1.724338e-02,0.120444,-3.609395e-01,OUTLIER
(11#)95/2,110281,2.415536,110879,2.543671,-5.168710e-02,0.119690,-1.070557e+00,OUTLIER
(11#)48,111058,2.464714,112031,2.544369,-3.180691e-02,0.118970,-6.695385e-01,OUTLIER
(11#)97/2,112681,2.478536,113189,2.545078,-2.649323e-02,0.118237,-5.627849e-01,OUTLIER
(11#)49,113389,2.460935,114343,2.545756,-3.388630e-02,0.117538,-7.216475e-01,OUTLIER
(11#)99/2,115426,2.500222,115499,2.546428,-1.831206e-02,0.116843,-3.954537e-01,OUTLIER
(11#)50,116371,2.460027,116639,2.547079,-3.477489e-02,0.116172,-7.493372e-01,OUTLIER
(11#)101/2,116728,2.402456,117809,2.547718,-5.870651e-02,0.115511,-1.257560e+00,OUTLIER
(11#)51,118894,2.444233,118931,2.548352,-4.171550e-02,0.114856,-9.065177e-01,OUTLIER
(11#)103/2,119458,2.462122,120103,2.548976,-3.466813e-02,0.114211,-7.604697e-01,OUTLIER
(13#)4,121234,2.463828,121271,2.549589,-3.421593e-02,0.113578,-7.550846e-01,OUTLIER
(11#)105/2,121612,2.502568,122401,2.550194,-1.885203e-02,0.112952,-4.216481e-01,OUTLIER
(11#)53,123059,2.504951,123583,2.550788,-1.813316e-02,0.112337,-4.080312e-01,OUTLIER
(11#)107/2,124447,2.517146,124739,2.551369,-1.350436e-02,0.111738,-3.062790e-01,OUTLIER
(11#)54,125479,2.491172,125887,2.551943,-2.410175e-02,0.111143,-5.467821e-01,OUTLIER
(11#)109/2,126397,2.546025,127037,2.552501,-2.540343e-03,0.110566,-5.857135e-02,OUTLIER
(11#)55,127189,2.428594,128203,2.553054,-4.997780e-02,0.109994,-1.131516e+00,OUTLIER
(11#)111/2,129263,2.490514,129347,2.553603,-2.501619e-02,0.109426,-5.765449e-01,OUTLIER
(11#)56,130307,2.503745,130513,2.554136,-1.992640e-02,0.108875,-4.628335e-01,OUTLIER
(11#)113/2,131641,2.512217,131072,2.554664,-1.675508e-02,0.108328,-3.918378e-01,OUTLIER
(11#)57,131888,2.478781,132817,2.555182,-3.035655e-02,0.107791,-7.087883e-01,OUTLIER
(11#)115/2,133174,2.475614,133979,2.555697,-3.183654e-02,0.107258,-7.466389e-01,OUTLIER
(11#)58,134087,2.503206,135131,2.556197,-2.094830e-02,0.106740,-4.964493e-01,OUTLIER
(13#)9/2,135802,2.501586,136277,2.556698,-2.179165e-02,0.106220,-5.188477e-01,OUTLIER
(11#)59,136649,2.492808,137443,2.557185,-2.549726e-02,0.105715,-6.089675e-01,OUTLIER
(11#)119/2,137587,2.515309,138599,2.557661,-1.669751e-02,0.105222,-4.025014e-01,OUTLIER
(11#)60,139511,2.466330,139753,2.558141,-3.654961e-02,0.104725,-8.766866e-01,OUTLIER
(11#)121/2,140009,2.495139,140909,2.558602,-2.511658e-02,0.104247,-6.087753e-01,OUTLIER
(11#)61,141676,2.498497,142061,2.559068,-2.395378e-02,0.103764,-5.837381e-01,OUTLIER
(11#)123/2,142258,2.505830,143197,2.559513,-2.119699e-02,0.103301,-5.196755e-01,OUTLIER
(11#)62,143896,2.509536,144349,2.559966,-1.989610e-02,0.102832,-4.904115e-01,OUTLIER
(11#)125/2,145144,2.491578,145517,2.560400,-2.724725e-02,0.102381,-6.722146e-01,OUTLIER
(11#)63,146176,2.504029,146683,2.560832,-2.243117e-02,0.101933,-5.572582e-01,OUTLIER
(11#)127/2,147401,2.521313,147827,2.561266,-1.572187e-02,0.101483,-3.936916e-01,OUTLIER
(11#)64,148696,2.533538,148991,2.561686,-1.104889e-02,0.101047,-2.785634e-01,OUTLIER
(11#)129/2,149846,2.509766,150131,2.562098,-2.063693e-02,0.100620,-5.200954e-01,OUTLIER
(13#)5,150292,2.507348,151303,2.562506,-2.176007e-02,0.100195,-5.505065e-01,OUTLIER
(11#)131/2,151909,2.518866,152459,2.562922,-1.733921e-02,0.099764,-4.416022e-01,OUTLIER
(11#)66,152914,2.505061,153611,2.563309,-2.298592e-02,0.099362,-5.862201e-01,OUTLIER
(11#)133/2,154702,2.506776,154769,2.563704,-2.245562e-02,0.098951,-5.753151e-01,OUTLIER
(11#)67,155816,2.502854,155921,2.564095,-2.417391e-02,0.098545,-6.214521e-01,OUTLIER
(11#)135/2,156007,2.496651,157061,2.564494,-2.681095e-02,0.098148,-6.912316e-01,OUTLIER
(11#)68,157901,2.486203,158233,2.564850,-3.114335e-02,0.097760,-8.044906e-01,OUTLIER
(11#)137/2,158419,2.533724,159389,2.565224,-1.235565e-02,0.097370,-3.235083e-01,OUTLIER
(11#)69,159407,2.542242,160541,2.565593,-9.143272e-03,0.096987,-2.407642e-01,OUTLIER
(11#)139/2,161659,2.491347,161683,2.565955,-2.950720e-02,0.096611,-7.722516e-01,OUTLIER
(11#)70,162353,2.507294,162853,2.566316,-2.326732e-02,0.096235,-6.133112e-01,OUTLIER
(11#)141/2,163297,2.519915,163997,2.566665,-1.838222e-02,0.095872,-4.876293e-01,OUTLIER
(11#)71,164954,2.477786,165161,2.567013,-3.537755e-02,0.095510,-9.342163e-01,OUTLIER
(13#)11/2,165701,2.520785,166319,2.567360,-1.830777e-02,0.095149,-4.894954e-01,OUTLIER
(11#)72,166351,2.526473,167471,2.567707,-1.618902e-02,0.094788,-4.350129e-01,OUTLIER
(11#)145/2,167809,2.490909,168629,2.568036,-3.049370e-02,0.094445,-8.166340e-01,OUTLIER
(11#)73,168814,2.509419,169783,2.568366,-2.321865e-02,0.094101,-6.264227e-01,OUTLIER
(11#)147/2,170539,2.495056,170927,2.568695,-2.908681e-02,0.093759,-7.854073e-01,OUTLIER
(11#)74,171694,2.497959,172093,2.569021,-2.805089e-02,0.093419,-7.606804e-01,OUTLIER
(11#)149/2,172849,2.504239,173249,2.569338,-2.566338e-02,0.093089,-6.993200e-01,OUTLIER
(11#)75,174214,2.457750,174389,2.569656,-4.452574e-02,0.092757,-1.206443e+00,OUTLIER
(11#)151/2,174814,2.514062,175543,2.569965,-2.199251e-02,0.092435,-6.047817e-01,OUTLIER
(11#)76,176551,2.496728,176713,2.570277,-2.903260e-02,0.092111,-7.984823e-01,OUTLIER
(11#)153/2,177841,2.524335,177841,2.570585,-1.815584e-02,0.091789,-5.038730e-01,OUTLIER
(11#)77,178898,2.502055,179021,2.570882,-2.713664e-02,0.091479,-7.523803e-01,OUTLIER
(11#)155/2,179083,2.529322,180179,2.571178,-1.641288e-02,0.091171,-4.590934e-01,OUTLIER
(13#)6,180379,2.501151,181303,2.571471,-2.772708e-02,0.090865,-7.738953e-01,OUTLIER
(11#)157/2,181919,2.535068,182489,2.571768,-1.437314e-02,0.090556,-4.052741e-01,OUTLIER
(11#)79,182519,2.515243,183637,2.572051,-2.233422e-02,0.090259,-6.293888e-01,OUTLIER
(11#)159/2,184696,2.506373,184777,2.572337,-2.597814e-02,0.089962,-7.332429e-01,OUTLIER
(11#)80,185578,2.512282,185951,2.572619,-2.373294e-02,0.089667,-6.729008e-01,OUTLIER
(11#)161/2,187024,2.533868,187091,2.572892,-1.528357e-02,0.089383,-4.365931e-01,OUTLIER
(11#)81,187471,2.522543,188261,2.573165,-1.986914e-02,0.089096,-5.681737e-01,OUTLIER
(11#)163/2,189094,2.510677,189407,2.573439,-2.469070e-02,0.088811,-7.066917e-01,OUTLIER
(11#)82,189817,2.521375,190573,2.573706,-2.054250e-02,0.088533,-5.910903e-01,OUTLIER
(11#)165/2,191626,2.523077,191717,2.573971,-1.997065e-02,0.088255,-5.766699e-01,OUTLIER
(11#)83,191768,2.509171,192883,2.574236,-2.560037e-02,0.087977,-7.395683e-01,OUTLIER
(11#)167/2,193639,2.501153,194027,2.574493,-2.890080e-02,0.087710,-8.361646e-01,OUTLIER
(11#)84,194767,2.519507,195193,2.574753,-2.169036e-02,0.087438,-6.318306e-01,OUTLIER
(13#)13/2,195751,2.518018,196337,2.575004,-2.237900e-02,0.087176,-6.536891e-01,OUTLIER
