DECADE,n_0,C_min,Npred_0,Cpred_min,n_1,C_max,Npred_1,Cpred_max,n_geom,C_avg,Cpred_avg
(13#)48,1446013,2.577389,1456451,2.65888200,1452990,10.410006,1452990,10.37217927,1448928,4.026228,4.02762390
(13#)97/2,1460213,2.583438,1471447,2.65886800,1456455,10.423028,1456455,10.42179375,1463943,4.025331,4.02762568
(13#)49,1485139,2.569529,1486451,2.65885400,1471470,10.291009,1471470,10.31317853,1478958,4.024003,4.02758305
(13#)99/2,1498438,2.572049,1501499,2.65884000,1492260,10.660100,1492260,10.67709497,1493973,4.025517,4.02757191
(13#)50,1508933,2.579741,1516513,2.65882600,1514205,10.444819,1514205,10.48635334,1508988,4.026623,4.02751176
(13#)101/2,1525204,2.588498,1531499,2.65881300,1516515,10.391610,1516515,10.41718872,1524004,4.027037,4.02751617
(17#)3,1538384,2.572062,1546537,2.65879900,1531530,10.911058,1531530,11.00049541,1539019,4.025439,4.02754136
(13#)103/2,1552613,2.581629,1561559,2.65878600,1546545,10.440663,1546545,10.41502046,1554034,4.023726,4.02746182
(13#)52,1568978,2.579733,1576571,2.65877300,1561560,10.299589,1561560,10.31286079,1569049,4.022457,4.02746025
(13#)105/2,1588283,2.576881,1591589,2.65876000,1576575,10.340241,1576575,10.31280992,1584064,4.022412,4.02742185
(13#)53,1600058,2.588112,1606603,2.65874700,1591590,10.517162,1591590,10.51497078,1599079,4.022262,4.02747650
(13#)107/2,1611293,2.582728,1621619,2.65873400,1606605,10.386320,1606605,10.41092631,1614095,4.021919,4.02737137
(13#)54,1625321,2.576631,1636627,2.65872200,1621620,10.277321,1621620,10.31266060,1629110,4.021606,4.02738609
(13#)109/2,1647964,2.569523,1651621,2.65871000,1636635,10.445347,1636635,10.40899143,1644125,4.021984,4.02737712
(13#)55,1658869,2.582682,1666657,2.65869700,1651650,10.300552,1651650,10.31256387,1659140,4.020193,4.02735306
(13#)111/2,1668971,2.593334,1681679,2.65868500,1666665,10.646756,1666665,10.60715947,1674155,4.020784,4.02732573
(13#)56,1693639,2.579746,1696693,2.65867300,1681680,10.324904,1688610,10.32921553,1689170,4.022044,4.02730614
(13#)113/2,1708321,2.575121,1711687,2.65866100,1708245,10.457128,1708245,10.45667512,1704185,4.021413,4.02727225
(13#)57,1725814,2.588012,1726693,2.65864900,1711710,10.891427,1711710,10.91898631,1719201,4.022880,4.02729683
(13#)115/2,1740821,2.579711,1741723,2.65863700,1726725,10.854782,1726725,10.80339350,1734216,4.022429,4.02725438
(13#)58,1746859,2.570141,1756747,2.65862600,1741740,10.645655,1741740,10.69422112,1749231,4.022083,4.02724159
(13#)117/2,1770016,2.583728,1771751,2.65861400,1763580,10.420863,1763580,10.48206782,1764246,4.022254,4.02720844
(13#)59,1777753,2.573578,1786781,2.65860300,1771770,10.461626,1771770,10.49311119,1779261,4.022744,4.02720968
(17#)7/2,1791778,2.589083,1801781,2.65859200,1786785,11.017322,1786785,10.99962821,1794276,4.022617,4.02722214
(13#)60,1802266,2.584393,1816813,2.65858100,1806420,10.502773,1806420,10.56307655,1809291,4.024345,4.02711231
(13#)121/2,1831436,2.577516,1831811,2.65857000,1826055,10.432310,1826055,10.43056730,1824307,4.022330,4.02716793
(13#)61,1835741,2.571404,1846843,2.65855900,1831830,10.469816,1831830,10.48680193,1839322,4.022317,4.02714288
(13#)123/2,1858867,2.583732,1861859,2.65854800,1846845,10.591260,1846845,10.57638925,1854337,4.021401,4.02714542
(13#)62,1872751,2.587271,1876859,2.65853700,1865325,10.692602,1865325,10.67587830,1869352,4.022001,4.02709181
(13#)125/2,1877164,2.577582,1891889,2.65852600,1887270,10.277793,1876875,10.31189578,1884367,4.024508,4.02708805
(13#)63,1892416,2.592349,1906889,2.65851600,1891890,10.339637,1891890,10.31185474,1899382,4.026083,4.02708688
(13#)127/2,1908661,2.585161,1921919,2.65850500,1906905,10.380434,1906905,10.39430840,1914397,4.025543,4.02702754
(13#)64,1931242,2.580351,1936889,2.65849500,1921920,10.273907,1921920,10.31177327,1929412,4.024467,4.02705186
(13#)129/2,1939141,2.593342,1951949,2.65848500,1936935,10.499537,1936935,10.56323884,1944428,4.024135,4.02703780
(13#)65,1953379,2.593798,1966963,2.65847500,1951950,10.300478,1951950,10.31169356,1959443,4.024194,4.02699179
(13#)131/2,1969936,2.574568,1981963,2.65846500,1966965,10.450061,1966965,10.39158946,1974458,4.024383,4.02701674
(13#)66,1988632,2.587112,1996979,2.65845500,1981980,10.330011,1981980,10.31161495,1989473,4.024762,4.02695461
(13#)133/2,1997902,2.586030,2012009,2.65844500,1996995,10.904198,1996995,10.91813952,2004488,4.025119,4.02696764
(13#)67,2021137,2.583325,2027023,2.65843500,2012010,10.472543,2018940,10.48482309,2019503,4.023133,4.02694669
(13#)135/2,2033041,2.591447,2042039,2.65842500,2027025,10.334879,2040885,10.35329657,2034518,4.022199,4.02693151
(17#)4,2053553,2.579809,2057053,2.65841500,2042040,11.036389,2042040,10.99889284,2049533,4.021445,4.02694664
(13#)137/2,2071096,2.585053,2072053,2.65840600,2057055,10.384211,2057055,10.38780553,2064548,4.022897,4.02687581
(13#)69,2076304,2.586796,2087081,2.65839600,2072070,10.805614,2072070,10.80240611,2079563,4.023464,4.02690582
(13#)139/2,2098952,2.580068,2097152,2.65838900,2087085,10.430932,2087085,10.38661618,2094579,4.023311,4.02687197
(13#)70,2106019,2.587094,2117099,2.65837800,2102100,10.284755,2102100,10.31131420,2109594,4.024419,4.02687715
(13#)141/2,2118514,2.592353,2132129,2.65836800,2117115,10.494377,2117115,10.54041751,2124609,4.025513,4.02685733
(13#)71,2136091,2.592237,2147137,2.65835900,2132130,10.457275,2132130,10.46068053,2139624,4.027592,4.02681673
(13#)143/2,2149759,2.601746,2162137,2.65835000,2147145,10.320896,2147145,10.31120661,2154639,4.028288,4.02682824
(13#)72,2166772,2.597074,2177167,2.65834100,2162160,10.288540,2162160,10.31117114,2169654,4.027753,4.02679913
(13#)145/2,2191216,2.591899,2192161,2.65833200,2177175,10.658869,2177175,10.69303001,2184669,4.028329,4.02678453
(13#)73,2198473,2.595378,2207203,2.65832300,2192190,10.453470,2204475,10.48090249,2199684,4.027407,4.02679693
(13#)147/2,2210389,2.596815,2222219,2.65831400,2207205,10.304683,2207205,10.31106693,2214699,4.026677,4.02673255
(13#)74,2222702,2.600920,2237219,2.65830600,2222220,10.622445,2222220,10.60563349,2229714,4.025444,4.02678569
(13#)149/2,2246323,2.596339,2252233,2.65829700,2238390,10.682244,2238390,10.67491363,2244729,4.024592,4.02672688
(13#)75,2263843,2.582011,2267263,2.65828800,2258025,10.597085,2258025,10.56190649,2259745,4.025546,4.02672518
(13#)151/2,2279476,2.588150,2282257,2.65828000,2277660,10.450425,2277660,10.45517626,2274760,4.025979,4.02671021
(13#)76,2294377,2.602427,2297291,2.65827100,2282280,10.950591,2282280,10.91742164,2289775,4.027400,4.02671137
(17#)9/2,2309311,2.594955,2312293,2.65826300,2297295,10.993740,2297295,10.99825627,2304790,4.027674,4.02668802
(13#)77,2316212,2.583454,2327323,2.65825400,2312310,10.332900,2312310,10.31083268,2319805,4.025037,4.02665653
(13#)155/2,2338396,2.592073,2342309,2.65824600,2327325,10.635097,2327325,10.66634505,2334820,4.022541,4.02669273
(13#)78,2352563,2.595422,2357353,2.65823800,2342340,10.308031,2342340,10.31076786,2349835,4.021785,4.02664444
(13#)157/2,2368486,2.590531,2372369,2.65823000,2357355,10.382456,2357355,10.37725674,2364850,4.019313,4.02663675
(13#)79,2375998,2.595066,2387383,2.65822100,2372370,10.436121,2372370,10.44460949,2379865,4.019028,4.02660057
(13#)159/2,2391856,2.585609,2402383,2.65821300,2387385,10.481667,2387385,10.51284276,2394880,4.018691,4.02662979
(13#)80,2409742,2.596264,2417399,2.65820500,2415105,10.317553,2415105,10.33999007,2409895,4.021541,4.02658993
(13#)161/2,2425117,2.592377,2432429,2.65819700,2417415,10.848812,2417415,10.80159164,2424910,4.022869,4.02658269
(13#)81,2434183,2.589718,2447437,2.65818900,2434740,10.439245,2434740,10.42908697,2439925,4.020824,4.02660025
(13#)163/2,2459998,2.595797,2462443,2.65818200,2447445,10.350323,2447445,10.37458950,2454941,4.022033,4.02656233
(13#)82,2473948,2.581392,2477471,2.65817400,2462460,10.519163,2462460,10.57489055,2469956,4.023450,4.02655652
(13#)165/2,2484971,2.595580,2492461,2.65816600,2477475,10.298519,2477475,10.31048807,2484971,4.024808,4.02653753
(13#)83,2495473,2.597962,2507489,2.65815800,2492490,10.440886,2492490,10.43774779,2499986,4.024687,4.02653111
(13#)167/2,2511253,2.602871,2522503,2.65815100,2507505,10.336269,2507505,10.37291583,2515001,4.023080,4.02650821
(13#)84,2525273,2.595884,2537527,2.65814300,2523675,10.555232,2523675,10.48368037,2530016,4.022547,4.02652089
(13#)169/2,2548498,2.597963,2552531,2.65813600,2545620,10.404740,2545620,10.37774147,2545031,4.022794,4.02645929
(17#)5,2555363,2.595337,2567557,2.65812800,2552550,10.990122,2552550,10.99769622,2560046,4.023784,4.02649415
(13#)171/2,2578036,2.596895,2582551,2.65812100,2567565,10.927081,2567565,10.91680009,2575061,4.023212,4.02646877
(13#)86,2594246,2.593958,2597591,2.65811300,2582580,10.555780,2582580,10.56175258,2590076,4.023064,4.02648283
(13#)173/2,2612419,2.590050,2612549,2.65810600,2611455,10.649748,2611455,10.67411780,2605091,4.023686,4.02642322
(13#)87,2622619,2.592665,2627617,2.65809900,2612610,10.665395,2612610,10.69208555,2620106,4.024152,4.02647692
(13#)175/2,2640928,2.597647,2642639,2.65809100,2627625,10.287385,2627625,10.31019711,2635121,4.024809,4.02643077
(13#)88,2653489,2.589649,2657651,2.65808400,2645370,10.513061,2645370,10.47997845,2650136,4.023424,4.02637602
(13#)177/2,2662903,2.599814,2672639,2.65807700,2657655,10.515490,2657655,10.49102074,2665151,4.022717,4.02644069
(13#)89,2683354,2.590833,2687677,2.65807000,2672670,10.448972,2672670,10.42862055,2680166,4.022602,4.02637357
(13#)179/2,2695961,2.593039,2702681,2.65806300,2687685,10.373355,2687685,10.36833505,2695182,4.024228,4.02639290
(13#)90,2717602,2.598752,2717713,2.65805600,2709630,10.531578,2709630,10.56097842,2710197,4.024568,4.02636255
(13#)181/2,2719121,2.594914,2732701,2.65804900,2717715,10.373315,2717715,10.36762930,2725212,4.024978,4.02634151
(13#)91,2739127,2.593271,2747713,2.65804200,2732730,10.330420,2732730,10.31000447,2740227,4.025015,4.02639275
(13#)183/2,2759311,2.597895,2762759,2.65803500,2747745,10.487651,2747745,10.48472303,2755242,4.023352,4.02632995
(13#)92,2774917,2.605239,2777771,2.65802800,2762760,10.764456,2762760,10.80090092,2770257,4.023206,4.02631908
(13#)185/2,2781718,2.593394,2792773,2.65802200,2777775,10.572399,2777775,10.60449365,2785272,4.023903,4.02633703
(13#)93,2798351,2.597376,2807789,2.65801500,2792790,10.664870,2792790,10.66541189,2800287,4.023608,4.02629351
(17#)11/2,2812492,2.599243,2822819,2.65800800,2807805,11.026623,2807805,10.99719679,2815302,4.024231,4.02631658
(13#)94,2825503,2.600128,2837803,2.65800100,2822820,10.524421,2822820,10.53895356,2830317,4.023802,4.02629508
(13#)189/2,2849842,2.600123,2852849,2.65799500,2847075,10.459202,2847075,10.45405660,2845332,4.024583,4.02626368
(13#)95,2863901,2.601423,2867861,2.65798800,2852850,10.928454,2852850,10.91625293,2860347,4.022967,4.02625850
(13#)191/2,2873672,2.596843,2882863,2.65798200,2867865,10.356545,2867865,10.36431793,2875362,4.022211,4.02628536
(13#)96,2895122,2.601897,2897893,2.65797500,2882880,10.248443,2882880,10.30974340,2890377,4.021965,4.02628698
(13#)193/2,2904764,2.591674,2912893,2.65796900,2897895,10.355880,2905980,10.36861723,2905392,4.021080,4.02621151
(13#)97,2919424,2.602268,2927917,2.65796200,2912910,10.357723,2912910,10.41821626,2920407,4.021230,4.02624046
(13#)195/2,2936938,2.587620,2942909,2.65795600,2927925,10.312033,2927925,10.30966823,2935422,4.020361,4.02621210
(13#)98,2949664,2.600223,2957947,2.65794900,2942940,10.281846,2942940,10.30964334,2950437,4.021654,4.02619460
(13#)197/2,2970467,2.599407,2972969,2.65794300,2957955,10.369046,2957955,10.36248852,2965452,4.022814,4.02622091
(13#)99,2980234,2.595608,2987983,2.65793700,2984520,10.632571,2984520,10.67344279,2980468,4.023266,4.02618015
(13#)199/2,2997242,2.598877,3002981,2.65793100,2987985,10.368039,2987985,10.36190275,2995483,4.023563,4.02621109
(13#)100,3004042,2.591117,3018013,2.65792400,3003000,10.291427,3003000,10.30954559,3010498,4.022736,4.02615625
(13#)201/2,3021439,2.592341,3033011,2.65791800,3028410,10.495771,3028410,10.48277399,3025513,4.021227,4.02615573
(13#)101,3040787,2.595932,3048043,2.65791200,3043425,10.432756,3043425,10.42798092,3040528,4.021788,4.02614758
(13#)203/2,3053924,2.607868,3063059,2.65790600,3048045,10.631139,3048045,10.69130618,3055543,4.021990,4.02613624
(17#)6,3066709,2.591466,3078073,2.65790000,3063060,10.976011,3063060,10.99674671,3070558,4.022979,4.02616290
(13#)205/2,3092806,2.597068,3093071,2.65789400,3078075,10.606222,3078075,10.57377076,3085573,4.023210,4.02615158
(13#)103,3107012,2.604617,3108103,2.65788800,3093090,10.413728,3093090,10.41147647,3100588,4.022643,4.02607724
(13#)207/2,3115766,2.600286,3123091,2.65788200,3108105,10.807899,3108105,10.80030273,3115603,4.022254,4.02610762
(13#)104,3127703,2.602558,3138131,2.65787600,3123120,10.248170,3123120,10.30935662,3130618,4.023478,4.02611340
(13#)209/2,3144191,2.605823,3153149,2.65787000,3138135,10.916772,3138135,10.91576497,3145633,4.023331,4.02609847
(13#)105,3159916,2.603373,3168119,2.65786400,3161235,10.562500,3161235,10.56021253,3160648,4.023981,4.02609014
(13#)211/2,3177964,2.601562,3183179,2.65785800,3168165,10.373595,3182025,10.37664789,3175663,4.023639,4.02606967
(13#)106,3192643,2.602437,3198191,2.65785200,3183180,10.527833,3183180,10.51140769,3190678,4.023500,4.02605656
(13#)213/2,3201973,2.598668,3213163,2.65784700,3198195,10.513056,3198195,10.45865200,3205693,4.023288,4.02606046
(13#)107,3226558,2.596537,3228223,2.65784100,3213210,10.372664,3213210,10.40740341,3220708,4.023019,4.02605035
(13#)215/2,3235957,2.604722,3243239,2.65783500,3228225,10.514264,3228225,10.56064191,3235723,4.023411,4.02602073
(13#)108,3245252,2.608783,3258247,2.65783000,3247860,10.321276,3243240,10.30917579,3250738,4.023685,4.02605031
(13#)217/2,3260314,2.604682,3273269,2.65782400,3258255,10.632892,3258255,10.66464178,3265753,4.024433,4.02601162
(13#)109,3275093,2.605763,3288269,2.65781800,3273270,10.421478,3273270,10.40547889,3280768,4.024826,4.02601479
(13#)219/2,3290396,2.600457,3303281,2.65781300,3288285,10.467330,3288285,10.45430876,3295783,4.025163,4.02598991
(13#)110,3317926,2.603487,3318307,2.65780700,3303300,10.297571,3303300,10.30908822,3310798,4.025576,4.02600358
(17#)13/2,3326234,2.605172,3333313,2.65780200,3318315,11.012949,3318315,10.99633771,3325814,4.026635,4.02600739
(13#)111,3341761,2.604131,3348307,2.65779600,3333330,10.550614,3333330,10.60358935,3340829,4.025846,4.02596718
(13#)223/2,3354079,2.597185,3363343,2.65779000,3357585,10.696223,3357585,10.67285814,3355844,4.025361,4.02597701
(13#)112,3364727,2.596771,3378373,2.65778500,3377220,10.313880,3377220,10.32574548,3370859,4.025149,4.02593786
(13#)225/2,3380669,2.605672,3393373,2.65778000,3378375,10.330092,3378375,10.30898128,3385874,4.025508,4.02599421
(13#)113,3395806,2.609983,3408389,2.65777400,3393390,10.445844,3393390,10.40183382,3400889,4.025095,4.02594032
(13#)227/2,3411274,2.603699,3423419,2.65776900,3416490,10.413463,3416490,10.45316826,3415904,4.024892,4.02589003
(13#)114,3434458,2.611137,3438419,2.65776300,3423420,10.875278,3423420,10.91532538,3430919,4.025330,4.02597047
(13#)229/2,3439621,2.611954,3453409,2.65775800,3438435,10.399029,3438435,10.35431131,3445934,4.025257,4.02589375
(13#)115,3464267,2.603425,3468463,2.65775300,3453450,10.765139,3453450,10.79977602,3460949,4.024572,4.02594304
(13#)231/2,3479059,2.604518,3483463,2.65774800,3468465,10.247681,3468465,10.30885657,3475964,4.025484,4.02589804
(13#)116,3489916,2.613878,3498493,2.65774200,3483480,10.703115,3483480,10.69064479,3490979,4.025758,4.02589469
(13#)233/2,3502439,2.610699,3513491,2.65773700,3498495,10.351246,3498495,10.35344261,3505994,4.025793,4.02592555
(13#)117,3515401,2.612171,3528521,2.65773200,3527160,10.503005,3527160,10.47856878,3521009,4.025960,4.02583902
(13#)235/2,3539002,2.606307,3543523,2.65772700,3528525,10.546638,3528525,10.53785931,3536024,4.026584,4.02588954
(13#)118,3553097,2.606045,3558553,2.65772200,3543540,10.484501,3543540,10.48961064,3551039,4.026295,4.02585579
(13#)237/2,3561149,2.602978,3573529,2.65771600,3558555,10.470675,3558555,10.44261502,3566054,4.026265,4.02584037
(17#)7,3576721,2.610207,3588527,2.65771100,3573570,11.047450,3573570,10.99596328,3581069,4.025997,4.02586552
(13#)239/2,3591949,2.611007,3603583,2.65770600,3588585,10.353998,3588585,10.35219242,3596084,4.026232,4.02587346
(13#)120,3616831,2.603235,3618583,2.65770100,3612840,10.550401,3612840,10.55956272,3611099,4.025820,4.02581033
(13#)241/2,3633412,2.606239,3633583,2.65769600,3618615,10.347228,3632475,10.36754503,3626114,4.025635,4.02581938
(13#)121,3644584,2.609578,3648643,2.65769100,3633630,10.288517,3633630,10.30863711,3641129,4.026287,4.02583403
(13#)243/2,3658834,2.606500,3663659,2.65768600,3652110,10.420645,3652110,10.42710307,3656144,4.025213,4.02581512
(13#)122,3675767,2.603042,3678671,2.65768100,3663660,10.472942,3663660,10.48332036,3671159,4.025038,4.02579636
(13#)245/2,3682709,2.606978,3693689,2.65767600,3678675,10.294933,3678675,10.30857915,3686174,4.024867,4.02581121
(13#)123,3704819,2.596930,3708697,2.65767100,3693690,10.587972,3693690,10.57288217,3701189,4.024306,4.02576860
(13#)247/2,3722221,2.602626,3723719,2.65766700,3708705,10.902911,3708705,10.91492586,3716204,4.023867,4.02579764
(13#)124,3735406,2.608630,3738733,2.65766200,3723720,10.698513,3730650,10.67234333,3731219,4.023309,4.02577269
(13#)249/2,3753443,2.600434,3753721,2.65765700,3738735,10.470568,3738735,10.43576869,3746234,4.023063,4.02575739
(13#)125,3760034,2.593551,3768731,2.65765200,3753750,10.359482,3753750,10.30848454,3761250,4.022751,4.02578699
(13#)251/2,3783313,2.604192,3783739,2.65764700,3768765,10.356264,3768765,10.34986532,3776265,4.021922,4.02575587
(13#)126,3797879,2.598422,3798793,2.65764200,3783780,10.307245,3783780,10.30844719,3791280,4.021418,4.02572815
(13#)253/2,3801443,2.606210,3813773,2.65763800,3798795,10.766849,3798795,10.79930623,3806295,4.022916,4.02572876
(13#)127,3822034,2.613491,3828821,2.65763300,3813810,10.398620,3813810,10.39087761,3821310,4.023120,4.02573496
(17#)15/2,3834151,2.598408,3843823,2.65762800,3828825,10.973156,3828825,10.99561811,3836325,4.022357,4.02574293
(13#)128,3853924,2.606403,3858851,2.65762400,3843840,10.340503,3843840,10.30837365,3851340,4.021703,4.02570719
(13#)257/2,3858931,2.597507,3873847,2.65761900,3858855,10.291263,3858855,10.34878038,3866355,4.020878,4.02569575
(13#)129,3883478,2.594628,3888851,2.65761400,3873870,10.552452,3873870,10.55976030,3881370,4.021217,4.02570830
(13#)259/2,3891541,2.606291,3903899,2.65761000,3888885,10.520863,3888885,10.60284283,3896385,4.020545,4.02572439
(13#)130,3912628,2.602100,3918913,2.65760500,3903900,10.309408,3903900,10.30830140,3911400,4.020509,4.02565586
(13#)261/2,3927556,2.600320,3933929,2.65760000,3918915,10.681603,3918915,10.69007182,3926415,4.021378,4.02568214
(13#)131,3936293,2.599760,3948911,2.65759600,3933930,10.402587,3933930,10.38817487,3941430,4.022974,4.02571038
(13#)263/2,3961283,2.606488,3963959,2.65759100,3948945,10.326406,3948945,10.34774332,3956445,4.024139,4.02566142
(13#)132,3974746,2.609044,3978971,2.65758700,3968055,10.495440,3968055,10.47800816,3971460,4.023653,4.02564641
(13#)265/2,3992123,2.608902,3993959,2.65758200,3978975,10.494102,3978975,10.51033468,3986475,4.023144,4.02564798
(13#)133,3996758,2.606043,4009003,2.65757800,3993990,10.893006,3993990,10.91455989,4001490,4.022604,4.02564992
(13#)267/2,4015034,2.596429,4024003,2.65757300,4009005,10.414502,4009005,10.42666285,4016505,4.023049,4.02566079
(13#)134,4034477,2.610102,4039019,2.65756900,4037880,10.495796,4037880,10.48139085,4031520,4.022068,4.02564885
(13#)269/2,4047991,2.608708,4054033,2.65756400,4039035,10.320639,4039035,10.34675067,4046535,4.021831,4.02561068
(13#)135,4060838,2.605187,4069063,2.65756000,4064445,10.557211,4064445,10.55899975,4061550,4.021517,4.02561461
(13#)271/2,4069376,2.607269,4084079,2.65755600,4069065,10.350307,4081770,10.34991257,4076565,4.021795,4.02559380
(17#)8,4087942,2.607185,4099093,2.65755100,4084080,10.942511,4084080,10.99529819,4091580,4.021709,4.02562741
(13#)273/2,4099112,2.611193,4114087,2.65754700,4103715,10.663774,4103715,10.67188411,4106595,4.022358,4.02560250
(13#)137,4115572,2.602570,4129109,2.65754300,4114110,10.395676,4114110,10.38441425,4121610,4.022142,4.02560312
(13#)275/2,4131313,2.600695,4144121,2.65753800,4129125,10.314724,4129125,10.30804143,4136625,4.021850,4.02557203
(13#)138,4154263,2.606322,4159153,2.65753400,4144140,10.791172,4144140,10.79888292,4151640,4.021580,4.02559656
(13#)277/2,4161457,2.607097,4174151,2.65753000,4159155,10.320586,4159155,10.34549158,4166655,4.021656,4.02559094
(13#)139,4186967,2.607727,4189183,2.65752500,4174170,10.382523,4174170,10.38323218,4181670,4.022006,4.02554083
(13#)279/2,4197376,2.593242,4194304,2.65752300,4189185,10.684966,4189185,10.66342222,4196685,4.023351,4.02558385
(13#)140,4208627,2.613973,4219211,2.65751700,4204200,10.308764,4204200,10.30795826,4211700,4.023509,4.02554390
(13#)281/2,4222718,2.607053,4234229,2.65751300,4219215,10.327187,4219215,10.34488787,4226715,4.023618,4.02554418
(13#)141,4242659,2.608260,4249241,2.65750800,4234230,10.549177,4234230,10.53699058,4241730,4.023123,4.02553222
(13#)283/2,4254164,2.607386,4264259,2.65750400,4260795,10.425283,4260795,10.42637830,4256745,4.022150,4.02553256
(13#)142,4270639,2.603665,4279267,2.65750000,4264260,10.438249,4264260,10.45728274,4271760,4.021856,4.02556357
(13#)285/2,4280083,2.607170,4294259,2.65749600,4279275,10.941666,4279275,10.91422253,4286775,4.021521,4.02552039
(13#)143,4298422,2.609440,4309297,2.65749200,4294290,10.301348,4294290,10.30786081,4301790,4.021182,4.02550345
(13#)287/2,4323628,2.609173,4324303,2.65748800,4309305,10.567129,4309305,10.57214850,4316805,4.020851,4.02552259
(13#)144,4333132,2.610882,4339333,2.65748400,4324320,10.265495,4324320,10.30782876,4331820,4.020752,4.02549725
(17#)17/2,4342687,2.606964,4354349,2.65748000,4339335,10.968831,4339335,10.99500038,4346836,4.021092,4.02548793
(13#)145,4354381,2.614402,4369349,2.65747500,4354350,10.696809,4354350,10.68956735,4361851,4.021014,4.02550616
(13#)291/2,4372499,2.601775,4384379,2.65747100,4369365,10.366075,4369365,10.41628427,4376866,4.021239,4.02546112
(13#)146,4392541,2.607219,4399363,2.65746700,4384380,10.457907,4384380,10.45294533,4391881,4.021745,4.02551618
(13#)293/2,4400353,2.604258,4414379,2.65746300,4408950,10.489622,4408950,10.47751456,4406896,4.022721,4.02548029
(13#)147,4416868,2.603212,4429417,2.65745900,4414410,10.314158,4414410,10.30773436,4421911,4.022041,4.02543244
(13#)295/2,4441462,2.609455,4444409,2.65745500,4429425,10.466496,4429425,10.48855600,4436926,4.022183,4.02545874
(13#)148,4447771,2.609820,4459451,2.65745100,4444440,10.586526,4444440,10.60220910,4451941,4.021914,4.02549449
(13#)297/2,4469884,2.605726,4474469,2.65744700,4459455,10.285768,4459455,10.30768788,4466956,4.021545,4.02543929
(13#)149,4475881,2.602272,4489483,2.65744300,4476780,10.655170,4476780,10.67147029,4481971,4.022335,4.02541661
(13#)299/2,4499059,2.612312,4504457,2.65744000,4489485,10.808306,4489485,10.79849812,4496986,4.022734,4.02546600
(13#)150,4512502,2.605336,4519499,2.65743600,4516050,10.578518,4516050,10.55850393,4512001,4.022845,4.02542530
(13#)301/2,4520101,2.610048,4534501,2.65743200,4519515,10.525330,4519515,10.55903235,4527016,4.021995,4.02543478
(13#)151,4540321,2.610081,4549537,2.65742800,4542615,10.482914,4542615,10.48084061,4542031,4.021579,4.02540934
(13#)303/2,4562161,2.604160,4564559,2.65742400,4555320,10.437256,4555320,10.45181229,4557046,4.021623,4.02540144
(13#)152,4568336,2.615511,4579567,2.65742000,4564560,10.902882,4564560,10.91390996,4572061,4.022721,4.02541308
(13#)305/2,4593406,2.608216,4594589,2.65741600,4579575,10.497038,4579575,10.48227120,4587076,4.023290,4.02539871
(17#)9,4602932,2.612112,4609597,2.65741200,4594590,11.013391,4594590,10.99472197,4602091,4.023233,4.02541219
(13#)307/2,4621748,2.615499,4624603,2.65740900,4614225,10.327417,4609605,10.34133221,4617106,4.023139,4.02540167
(13#)154,4638149,2.615785,4639633,2.65740500,4624620,10.313539,4624620,10.30752216,4632121,4.023987,4.02539279
(13#)309/2,4642907,2.600257,4654649,2.65740100,4639635,10.385469,4639635,10.40956196,4647136,4.024708,4.02536158
(13#)155,4657141,2.599418,4669627,2.65739700,4654650,10.684694,4654650,10.66292360,4662151,4.024510,4.02538781
(13#)311/2,4674077,2.610601,4684661,2.65739400,4669665,10.337256,4669665,10.34083573,4677166,4.024329,4.02537210
(13#)156,4687861,2.607950,4699691,2.65739000,4684680,10.323337,4684680,10.30746356,4692181,4.025347,4.02534243
(13#)313/2,4710718,2.609368,4714691,2.65738600,4699695,10.315135,4699695,10.34059197,4707196,4.025943,4.02537004
(13#)157,4729297,2.607043,4729693,2.65738200,4714710,10.403343,4714710,10.37393423,4722211,4.025480,4.02533177
(13#)315/2,4734448,2.611760,4744711,2.65737900,4729725,10.314079,4729725,10.30742023,4737226,4.025829,4.02539465
(13#)158,4749676,2.609849,4759753,2.65737500,4744740,10.428123,4744740,10.44126823,4752241,4.025604,4.02530642
(13#)317/2,4765841,2.612665,4774769,2.65737100,4762065,10.338118,4762065,10.34920434,4767256,4.025124,4.02530897
(13#)159,4785362,2.612487,4789783,2.65736800,4774770,10.484377,4774770,10.50948275,4782271,4.024686,4.02536887
(13#)319/2,4792159,2.588525,4804799,2.65736400,4789785,10.688939,4789785,10.68911730,4797286,4.024504,4.02530406
(13#)160,4818013,2.609266,4819813,2.65736000,4804800,10.336307,4804800,10.30734890,4812301,4.024619,4.02533851
(13#)321/2,4824811,2.601355,4834829,2.65735700,4819815,10.347396,4819815,10.40549989,4827316,4.024711,4.02528138
(13#)161,4837909,2.605804,4849843,2.65735300,4834830,10.814107,4834830,10.79814560,4842331,4.024714,4.02528505
(19#)/2,4918721,2.600756,5105063,2.65729400,4849845,11.627998,4849845,11.64119356,4975835,4.024412,4.02526037
(17#)10,5167067,2.597599,5360353,2.65723700,5105100,10.973033,5105100,10.99421436,5231170,4.023687,4.02517167
(17#)21/2,5572393,2.607352,5615609,2.65718400,5360355,10.996228,5360355,10.99398182,5486498,4.022964,4.02509024
(17#)11,5638274,2.605302,5870857,2.65713300,5615610,11.017141,5615610,10.99376161,5741819,4.023038,4.02500762
(17#)23/2,5878723,2.605254,6126091,2.65708500,5870865,11.544510,5870865,11.51705495,5997134,4.023694,4.02493829
