n,ratio,c_pred,baseline,c_meas,lambda,status
4,0.00000000,,,0.00000000,,EXPECTED
5,0.00000000,,,0.00000000,,EXPECTED
6,0.00000000,,,0.00000000,,EXPECTED
7,0.00000000,,,0.00000000,,EXPECTED
8,0.00000000,,,0.00000000,,EXPECTED
9,0.00000000,,,0.00000000,,EXPECTED
10,0.00000000,,,0.00000000,,EXPECTED
11,0.00000000,,,0.00000000,,EXPECTED
12,0.00000000,,,0.00000000,,EXPECTED
13,0.00000000,,,0.00000000,,EXPECTED
14,0.00000000,,,0.00000000,,EXPECTED
15,0.00000000,,,0.00000000,,EXPECTED
30,0.00000000,,,0.00000000,,EXPECTED
45,0.00000000,,,0.00000000,,EXPECTED
60,0.00000000,,,0.00000000,,EXPECTED
75,0.00000000,,,0.00000000,,EXPECTED
90,0.00000000,,,0.00000000,,EXPECTED
105,0.00000000,,,0.00000000,,EXPECTED
120,0.00000000,,,0.00000000,,EXPECTED
135,0.00000000,,,0.00000000,,EXPECTED
150,0.00000000,,,0.00000000,,EXPECTED
165,0.00000000,59.96549840,52.14135836,0.00000000,,EXPECTED
192,0.91279736,60.56384213,55.28251517,55.28251517,-0.09124137,EXPECTED
198,0.90504580,61.79967506,55.93153638,55.93153638,-0.09976973,EXPECTED
210,0.00000000,65.63323167,57.18311789,0.00000000,,EXPECTED
228,0.91336649,64.54757029,58.95558792,58.95558792,-0.09061806,EXPECTED
240,0.89508174,67.11655843,60.07480602,60.07480602,-0.11084023,EXPECTED
255,0.00000000,68.92237779,61.41120335,0.00000000,,EXPECTED
282,0.92182739,69.06090159,63.66223079,63.66223079,-0.08139728,EXPECTED
285,0.00000000,71.35721308,63.90126787,0.00000000,,EXPECTED
309,0.33273422,98.79116794,93.45753760,32.87120220,-1.10041125,EXPECTED
315,0.32273727,102.53569961,94.08555885,33.09209196,-1.13091669,EXPECTED
330,0.00000000,103.43757213,95.61341757,0.00000000,,EXPECTED
348,0.33299357,102.84965673,97.37274965,34.24827386,-1.09963211,EXPECTED
360,0.00000000,105.54590627,98.50416943,0.00000000,,EXPECTED
381,0.33401464,105.73447941,100.41090569,35.31686441,-1.09657045,EXPECTED
399,0.33000789,108.68727674,101.97689320,35.86765885,-1.10863872,EXPECTED
405,0.00000000,109.52757826,102.48581886,0.00000000,,EXPECTED
432,0.33483379,109.98229478,104.70099483,36.82578912,-1.09412101,EXPECTED
441,0.33177665,111.75128772,105.41370936,37.07646750,-1.10329329,EXPECTED
464,0.40387690,62.22718306,59.48872200,25.13212154,-0.90664516,EXPECTED
465,0.29702809,84.67128163,77.38671195,25.14974899,-1.21392857,EXPECTED
489,0.30442183,83.97416514,78.66005086,25.56356880,-1.18934095,EXPECTED
506,0.40225847,64.25347849,61.17969800,25.84650593,-0.91066044,EXPECTED
522,0.30424399,85.80482512,80.32790847,26.10560243,-1.18992530,EXPECTED
525,0.00000000,88.92519588,80.47510194,0.00000000,,EXPECTED
544,0.40428115,65.42767129,62.61097212,26.45117441,-0.90564472,EXPECTED
566,0.40551884,66.05163636,63.40158422,26.78518326,-0.90258793,EXPECTED
574,0.40195496,66.93270711,63.68267072,26.90393350,-0.91141524,EXPECTED
596,0.40572914,67.09759773,64.43898010,27.22345052,-0.90206949,EXPECTED
604,0.40579748,67.36654675,64.70817044,27.33717501,-0.90190106,EXPECTED
616,0.34779862,59.31320447,55.79233311,20.62905078,-1.05613164,EXPECTED
644,0.34925107,59.88689930,56.56722131,20.91556341,-1.05196423,EXPECTED
656,0.35294461,59.59898655,56.89062479,21.03514089,-1.04144415,EXPECTED
660,0.27319684,77.14067571,69.31651970,21.07458904,-1.29756271,EXPECTED
680,0.34708617,61.27829006,57.52269566,21.26884723,-1.05818219,EXPECTED
690,0.00000000,77.64603679,70.26897680,0.00000000,,EXPECTED
705,0.27595126,77.93035212,70.73211784,21.50497921,-1.28753101,EXPECTED
730,0.34857408,62.35150328,58.78104479,21.73411811,-1.05390449,EXPECTED
736,0.35316723,61.69349126,58.92709443,21.78811954,-1.04081359,EXPECTED
754,0.35203025,62.34666492,59.35926143,21.94791202,-1.04403817,EXPECTED
771,0.26399427,66.95866688,61.65664596,17.67670428,-1.33182789,EXPECTED
792,0.26196398,68.02426647,62.15614264,17.81990791,-1.33954825,EXPECTED
795,0.00000000,69.40639639,62.22657774,0.00000000,,EXPECTED
824,0.31353289,57.51241802,54.84561789,18.03203436,-1.15985103,EXPECTED
825,0.50997464,70.74292833,62.91876862,36.07709922,-0.67339429,EXPECTED
840,0.00000000,71.70695999,63.25686492,0.00000000,,EXPECTED
858,0.52099731,70.05744626,63.65585989,36.49974123,-0.65201040,EXPECTED
882,0.52185745,70.51447294,64.17690343,36.79850327,-0.65036081,EXPECTED
885,0.25792735,71.40646201,64.24118145,18.41767988,-1.35507730,EXPECTED
909,0.26487298,70.08347367,64.74882186,18.56321827,-1.32850490,EXPECTED
924,0.24205990,64.21455793,57.17281574,15.54376952,-1.41857006,EXPECTED
944,0.28136975,55.59023141,52.90325112,15.64140950,-1.26808564,EXPECTED
947,0.28160265,55.59572204,52.95227124,15.65590282,-1.26725823,EXPECTED
974,0.28169857,56.03367964,53.38758233,15.78460718,-1.26691770,EXPECTED
977,0.28172418,56.07867574,53.43531152,15.79871882,-1.26682678,EXPECTED
1003,0.28071798,56.70991269,53.84379784,15.91949215,-1.27040474,EXPECTED
1016,0.28178245,56.70643270,54.04465529,15.97887779,-1.26661994,EXPECTED
1027,0.28055896,57.13102782,54.21290142,16.02862156,-1.27097139,EXPECTED
1036,0.27893311,57.60873317,54.34941414,16.06898299,-1.27678328,EXPECTED
1057,0.27935803,57.85409056,54.66403813,16.16200493,-1.27526105,EXPECTED
1066,0.25368496,54.74074421,51.78616489,13.88690375,-1.37166208,EXPECTED
1092,0.45907050,60.91905170,54.00533715,27.96613949,-0.77855149,EXPECTED
1103,0.25525738,54.93735645,52.29430416,14.02316565,-1.36548291,EXPECTED
1123,0.25532035,55.20592854,52.56291930,14.09519710,-1.36523624,EXPECTED
1126,0.25531876,55.24821854,52.60285712,14.10590677,-1.36524247,EXPECTED
1152,0.23617337,60.11563738,54.83432932,14.19771252,-1.44318914,EXPECTED
1230,0.43361001,58.37035949,51.14806031,25.30997215,-0.83560974,EXPECTED
1296,0.44913572,57.18364104,51.90233601,25.68321596,-0.80043016,EXPECTED
1431,0.42763217,54.87231691,49.48745524,23.46516775,-0.84949188,EXPECTED
1488,0.42747409,55.48435060,50.02092979,23.71812216,-0.84986161,EXPECTED
1614,0.41004698,53.22312296,47.92203798,21.82398064,-0.89148355,EXPECTED
1750,0.32469224,62.44977246,58.22472685,20.27695660,-1.12487749,EXPECTED
1878,0.37781819,50.13070843,44.83242148,18.94029369,-0.97334217,EXPECTED
1941,0.37823163,50.51526573,45.22577042,19.10647129,-0.97224849,EXPECTED
2076,0.36393774,49.32548905,44.01329790,17.95140690,-1.01077248,EXPECTED
2121,0.35632658,50.66236677,44.26078490,18.05234775,-1.03190762,EXPECTED
2283,0.35140432,48.62375240,43.33548780,17.08659664,-1.04581781,EXPECTED
2385,0.48929889,49.44300544,42.26319170,24.19240792,-0.71478174,EXPECTED
2432,0.40637139,39.88793433,37.09194905,16.20931538,-0.90048778,EXPECTED
2544,0.32734842,46.95991107,41.57505157,15.37225282,-1.11673016,EXPECTED
2703,0.47175998,46.71627480,40.97242409,22.03886884,-0.75128494,EXPECTED
