START,n_0,C_min,Npred_0,CboundMin,Lambda_min,Jitter,JitterRatio,Status
12,12,12.349522,12,0.000000,,20.050889,6.159090e-01,EXPECTED
7PR3D2,323,1.804393,317,0.000000,,8.949459,2.016203e-01,EXPECTED
5PR25D2,376,1.635350,389,0.000000,,8.333060,1.962484e-01,EXPECTED
5PR13,397,1.591444,401,0.000000,,8.171020,1.947669e-01,EXPECTED
5PR27D2,419,1.518995,409,0.000000,,8.020901,1.893796e-01,EXPECTED
7PR2,428,1.498489,433,0.000000,,7.995731,1.874111e-01,EXPECTED
5PR29D2,445,1.458295,449,0.000000,,7.858555,1.855678e-01,EXPECTED
5PR31D2,475,1.406906,479,0.000000,,7.709168,1.824978e-01,EXPECTED
5PR17,521,1.326590,512,0.000000,,7.377069,1.798262e-01,EXPECTED
5PR37D2,568,1.237616,569,0.000000,,7.172753,1.725441e-01,EXPECTED
5PR19,576,1.224246,577,0.000000,,7.158142,1.710285e-01,EXPECTED
5PR39D2,596,1.201035,599,0.000000,,7.073210,1.698006e-01,EXPECTED
5PR20,613,1.177012,613,0.000000,,6.982067,1.685764e-01,EXPECTED
5PR41D2,628,1.169192,619,0.000000,,6.969665,1.677544e-01,EXPECTED
7PR3,641,1.144404,643,0.000000,,6.894654,1.659843e-01,EXPECTED
5PR43D2,649,1.133276,659,0.000000,,6.832947,1.658546e-01,EXPECTED
5PR22,674,1.101874,673,0.000000,,6.764734,1.628850e-01,EXPECTED
5PR45D2,683,1.092183,683,0.000000,,6.754453,1.616982e-01,EXPECTED
5PR23,703,1.074318,701,0.000000,,6.690216,1.605805e-01,EXPECTED
5PR47D2,716,1.053982,719,0.000000,,6.620494,1.591999e-01,EXPECTED
7PR7D2,743,2.056532,743,0.000000,,6.554052,3.137802e-01,EXPECTED
5PR25,761,2.023833,761,0.000000,,6.506636,3.110414e-01,EXPECTED
5PR51D2,773,1.005141,769,0.000000,,6.453631,1.557481e-01,EXPECTED
5PR26,794,0.979856,787,0.000000,,6.402849,1.530344e-01,EXPECTED
5PR53D2,806,0.973565,809,0.000000,,6.396031,1.522139e-01,EXPECTED
5PR27,821,0.958109,823,0.000000,,6.340940,1.510989e-01,EXPECTED
5PR55D2,839,1.888444,839,0.000000,,6.334629,2.981144e-01,EXPECTED
7PR4,850,0.938107,853,0.000000,,6.289020,1.491658e-01,EXPECTED
5PR57D2,866,0.924245,863,0.000000,,6.245200,1.479929e-01,EXPECTED
5PR29,877,0.918421,881,0.000000,,6.239654,1.471910e-01,EXPECTED
5PR59D2,892,0.904925,887,0.000000,,6.168606,1.466985e-01,EXPECTED
5PR30,904,0.899668,911,0.000000,,6.163729,1.459616e-01,EXPECTED
5PR61D2,919,0.886804,929,0.000000,,6.119133,1.449231e-01,EXPECTED
5PR31,940,1.752003,941,0.000000,,6.114628,2.865265e-01,EXPECTED
7PR9D2,953,2.590146,953,0.000000,,6.077733,4.261698e-01,EXPECTED
5PR32,967,1.718349,971,0.000000,,6.047586,2.841380e-01,EXPECTED
5PR65D2,982,1.695231,983,0.000000,,6.007859,2.821689e-01,EXPECTED
5PR33,997,0.836414,997,0.000000,,5.979931,1.398702e-01,EXPECTED
5PR67D2,1013,1.651576,1019,0.000000,,5.976495,2.763452e-01,EXPECTED
5PR34,1033,1.632769,1024,0.000000,,5.939721,2.748898e-01,EXPECTED
5PR69D2,1049,0.806338,1049,0.000000,,5.936566,1.358257e-01,EXPECTED
7PR5,1058,2.404918,1063,0.000000,,5.906215,4.071843e-01,EXPECTED
5PR71D2,1076,2.377290,1069,0.000000,,5.896949,4.031390e-01,EXPECTED
