n,ratio,c_pred,baseline,c_meas,lambda,status
4,0.00000000,,,0.00000000,,EXPECTED
5,0.00000000,,,0.00000000,,EXPECTED
6,0.00000000,,,0.00000000,,EXPECTED
7,0.00000000,,,0.00000000,,EXPECTED
8,0.00000000,,,0.00000000,,EXPECTED
9,0.00000000,,,0.00000000,,EXPECTED
10,0.00000000,,,0.00000000,,EXPECTED
11,0.00000000,,,0.00000000,,EXPECTED
12,0.00000000,,,0.00000000,,EXPECTED
13,0.00000000,,,0.00000000,,EXPECTED
14,0.00000000,,,0.00000000,,EXPECTED
15,0.00000000,,,0.00000000,,EXPECTED
30,0.00000000,,,0.00000000,,EXPECTED
45,0.00000000,,,0.00000000,,EXPECTED
60,0.00000000,,,0.00000000,,EXPECTED
75,0.00000000,,,0.00000000,,EXPECTED
90,0.00000000,,,0.00000000,,EXPECTED
105,0.00000000,,,0.00000000,,EXPECTED
120,0.00000000,,,0.00000000,,EXPECTED
135,0.00000000,,,0.00000000,,EXPECTED
150,0.00000000,,,0.00000000,,EXPECTED
165,0.00000000,,,0.00000000,,EXPECTED
180,0.00000000,,,0.00000000,,EXPECTED
195,0.00000000,,,0.00000000,,EXPECTED
210,0.00000000,,,0.00000000,,EXPECTED
225,0.00000000,,,0.00000000,,EXPECTED
240,0.00000000,,,0.00000000,,EXPECTED
255,0.00000000,,,0.00000000,,EXPECTED
270,0.00000000,,,0.00000000,,EXPECTED
285,0.00000000,,,0.00000000,,EXPECTED
312,0.91967408,71.72559554,65.96417123,65.96417123,-0.08373593,EXPECTED
315,0.00000000,74.63425517,66.18418393,0.00000000,,EXPECTED
330,0.00000000,75.08310580,67.25895123,0.00000000,,EXPECTED
348,0.92596118,73.97345480,68.49654773,68.49654773,-0.07692296,EXPECTED
360,0.00000000,76.33417817,69.29244134,0.00000000,,EXPECTED
375,0.00000000,77.29863027,70.25690423,0.00000000,,EXPECTED
390,0.00000000,78.87170666,71.18981383,0.00000000,,EXPECTED
405,0.00000000,79.13504586,72.09331983,0.00000000,,EXPECTED
432,0.93309125,78.93287820,73.65157824,73.65157824,-0.06925228,EXPECTED
435,0.00000000,81.12218950,73.81965879,0.00000000,,EXPECTED
462,0.91447155,82.33204535,75.29031307,75.29031307,-0.08940892,EXPECTED
465,0.00000000,82.73379116,75.44924698,0.00000000,,EXPECTED
480,0.00000000,83.27300150,76.23126971,0.00000000,,EXPECTED
495,0.00000000,84.81721410,76.99307406,0.00000000,,EXPECTED
522,0.93463827,83.79370903,78.31680728,78.31680728,-0.06759570,EXPECTED
525,0.00000000,86.91038683,78.46031559,0.00000000,,EXPECTED
540,0.00000000,86.20941496,79.16768448,0.00000000,,EXPECTED
555,0.00000000,87.10163425,79.85871605,0.00000000,,EXPECTED
570,0.91526382,87.99015105,80.53420165,80.53420165,-0.08854293,EXPECTED
585,0.00000000,88.87675801,81.19487506,0.00000000,,EXPECTED
600,0.92077543,88.88314760,81.84141803,81.84141803,-0.08253911,EXPECTED
618,0.33644131,122.75470478,117.42111770,41.29975389,-1.08933155,EXPECTED
642,0.33661860,124.14911684,118.81752196,41.79090194,-1.08880474,EXPECTED
645,0.33161956,126.20244486,118.98895703,41.85119966,-1.10376686,EXPECTED
660,0.33016670,127.66029559,119.83615235,42.14917808,-1.10815761,EXPECTED
675,0.33232974,127.70894970,120.66721271,42.44148144,-1.10162762,EXPECTED
690,0.00000000,128.85983333,121.48278428,0.00000000,,EXPECTED
705,0.00000000,129.48169322,122.28347421,0.00000000,,EXPECTED
720,0.00000000,130.11158219,123.06985378,0.00000000,,EXPECTED
741,0.33525000,130.24808917,124.14776261,43.66567226,-1.09287875,EXPECTED
759,0.33524279,131.19878936,125.05124335,43.98344758,-1.09290028,EXPECTED
771,0.33748204,130.94551911,125.64350745,44.19176071,-1.08624299,EXPECTED
780,0.00000000,133.76447283,126.08258770,0.00000000,,EXPECTED
795,0.00000000,133.98471761,126.80491069,0.00000000,,EXPECTED
822,0.33769521,133.39679723,128.07638066,45.04745913,-1.08561154,EXPECTED
828,0.33718866,133.88688114,128.35409502,45.14513777,-1.08711269,EXPECTED
840,0.00000000,137.35449641,128.90442313,0.00000000,,EXPECTED
858,0.33518212,136.11906306,129.71749246,45.62467654,-1.09308124,EXPECTED
879,0.33801265,135.94735378,130.64790583,45.95192469,-1.08467197,EXPECTED
885,0.33347111,138.07552815,130.91025687,46.04419969,-1.09819904,EXPECTED
909,0.33805550,137.27936845,131.94472317,46.40804568,-1.08454519,EXPECTED
915,0.00000000,102.54456870,95.38348562,0.00000000,,EXPECTED
944,0.40767531,76.73464217,74.04766524,31.28281899,-0.89728423,EXPECTED
950,0.40225434,77.91268097,74.18470491,31.34071396,-0.91067071,EXPECTED
974,0.40802034,77.37166855,74.72557434,31.56921435,-0.89643826,EXPECTED
980,0.39989843,79.08404978,74.85901050,31.62558695,-0.91654470,EXPECTED
994,0.40514193,78.38236990,75.16766619,31.75598431,-0.90351784,EXPECTED
1016,0.40810833,78.30704132,75.64526675,31.95775559,-0.89622263,EXPECTED
1032,0.30811276,104.18966059,98.77954982,32.10216355,-1.17728947,EXPECTED
1036,0.40511157,79.33114756,76.07183186,32.13796599,-0.90359276,EXPECTED
1062,0.30835031,104.97099606,99.59704334,32.36783910,-1.17651877,EXPECTED
1066,0.40679807,79.65321873,76.69864623,32.40277542,-0.89943837,EXPECTED
1094,0.40848345,79.91568019,77.27018590,32.64423303,-0.89530387,EXPECTED
1106,0.40566894,80.72123277,77.51130097,32.74609659,-0.90221788,EXPECTED
1120,0.40070497,82.01482175,77.78978338,32.86374669,-0.91452986,EXPECTED
1126,0.40859493,80.55357603,77.90822004,32.91378247,-0.89503101,EXPECTED
1152,0.30897974,107.21737174,101.93607399,33.12799588,-1.17447956,EXPECTED
1184,0.40843105,81.74211956,79.02602367,33.38601948,-0.89543217,EXPECTED
1324,0.35624361,72.52519867,69.87652393,25.83663884,-1.03214047,EXPECTED
1436,0.35653591,74.11220842,71.46416338,26.42366384,-1.03132031,EXPECTED
1485,0.55827039,95.53845838,87.71431282,53.33629280,-0.58291186,EXPECTED
1604,0.31614846,68.91468183,66.26741456,21.78727020,-1.15154338,EXPECTED
1756,0.31644388,70.54996240,67.90327095,22.32510385,-1.15060937,EXPECTED
1872,0.50218086,75.36812913,69.60671404,37.84843220,-0.68879494,EXPECTED
1993,0.28412547,67.71706658,65.07509118,19.24014362,-1.25833933,EXPECTED
1998,0.50500812,76.24763111,70.81544009,38.50567319,-0.68318076,EXPECTED
2136,0.47843579,70.20274911,64.86074642,33.58750779,-0.73723327,EXPECTED
2287,0.25748777,66.38891252,63.74710824,17.09433318,-1.35678305,EXPECTED
2340,0.46415273,74.09520293,66.41331569,34.39149071,-0.76754162,EXPECTED
2417,0.25763301,67.30337671,64.66163479,17.33957131,-1.35621916,EXPECTED
2550,0.44149549,69.67903746,62.16785954,30.76298073,-0.81758748,EXPECTED
2691,0.45158892,69.05966785,63.02389911,31.18658111,-0.79498297,EXPECTED
2796,0.43507166,64.33599095,59.03183050,27.99076653,-0.83224452,EXPECTED
2918,0.23000023,61.50613718,58.86367608,14.14642563,-1.46967497,EXPECTED
3028,0.23008504,62.05509144,59.41094530,14.27794822,-1.46930630,EXPECTED
3086,0.22522636,57.32481271,54.68245057,12.91105917,-1.49064932,EXPECTED
3219,0.41463997,62.93181911,57.29843495,26.09404750,-0.88034468,EXPECTED
