n,ratio,c_pred,baseline,c_meas,lambda,status
4,-0.00000000,,,0.00000000,,EXPECTED
5,-0.00000000,,,0.00000000,,EXPECTED
6,-0.00000000,,,0.00000000,,EXPECTED
7,-0.00000000,,,0.00000000,,EXPECTED
8,-0.00000000,,,0.00000000,,EXPECTED
9,-0.00000000,,,0.00000000,,EXPECTED
10,-0.00000000,,,0.00000000,,EXPECTED
11,-0.00000000,,,0.00000000,,EXPECTED
12,-0.00000000,,,0.00000000,,EXPECTED
13,-0.00000000,-18.75819590,-21.63890201,0.00000000,,EXPECTED
14,-0.00000000,-19.73010510,-22.90737261,0.00000000,,EXPECTED
18,-1.46314335,-11.41959043,-16.70849780,16.70849780,,EXPECTED
40,-0.50543016,-17.94884539,-21.47351578,9.07188775,,EXPECTED
50,-0.44560699,-17.17199722,-20.69512637,7.65196200,,EXPECTED
60,-0.40839148,-20.52400463,-27.56870813,8.38182870,,EXPECTED
75,-0.39310911,-15.80621675,-22.85463449,6.21356787,,EXPECTED
102,-0.66940477,-15.97715956,-21.61353850,10.69518676,,EXPECTED
105,-1.20963866,-13.42922540,-21.88531811,16.24451021,,EXPECTED
120,-0.35278164,-14.43768591,-21.48349902,5.09335049,,EXPECTED
138,-0.60434299,-14.60809766,-20.14427446,8.82830141,,EXPECTED
162,-0.55919500,-14.24225161,-19.52663242,7.96419584,,EXPECTED
165,-0.67754088,-11.83950330,-19.66773757,8.02174744,,EXPECTED
186,-0.80223199,-13.61622503,-19.08270304,10.92337132,,EXPECTED
195,-0.63135626,-11.74382883,-19.42936720,7.41453983,,EXPECTED
210,-0.65278349,-10.30575331,-18.76041857,6.72742563,,EXPECTED
225,-0.55804263,-11.68136302,-18.72695433,6.51869857,,EXPECTED
240,-0.81389723,-11.65441458,-18.69965890,9.48549569,,EXPECTED
267,-0.67340945,-13.24490195,-18.58934238,8.91924216,,EXPECTED
270,-0.77073228,-11.61875694,-18.66376612,8.95495098,,EXPECTED
294,-0.69189166,-12.17949381,-18.51996295,8.42689017,,EXPECTED
312,-0.63130440,-12.53864308,-18.30278571,7.91570055,,EXPECTED
315,-0.53428279,-9.90998547,-18.36383166,5.29473471,,EXPECTED
330,-0.73461064,-10.56430140,-18.39171814,7.76064822,,EXPECTED
352,-0.48226993,-10.18462556,-13.11991510,4.91173865,,EXPECTED
360,-0.85367298,-11.19583064,-18.24080211,9.55757812,,EXPECTED
375,-0.62465513,-11.24731077,-18.29231104,7.02569042,,EXPECTED
399,-0.77323944,-11.59655639,-18.30998742,8.96691471,,EXPECTED
416,-0.69680683,-9.48982581,-12.37177421,6.61257540,,EXPECTED
429,-0.75722806,-11.41664284,-17.82102738,8.64500235,,EXPECTED
441,-0.75592703,-11.21089844,-17.55107548,8.47462114,,EXPECTED
455,-0.73001172,-11.40256905,-16.01368758,8.32400900,,EXPECTED
476,-0.71673390,-8.37403431,-11.75541892,6.00195431,,EXPECTED
483,-0.79322594,-9.87660672,-16.51873794,7.83438069,,EXPECTED
504,-0.57738257,-10.05930669,-16.39934696,5.80806831,,EXPECTED
522,-0.53526169,-10.45107041,-15.93016344,5.59405766,,EXPECTED
528,-0.55490279,-10.11800595,-15.98840471,5.61450974,,EXPECTED
543,-0.52940969,-10.21384236,-15.52693474,5.40730715,,EXPECTED
567,-0.78413257,-9.11414048,-15.45418390,7.14669442,,EXPECTED
582,-0.88905195,-9.70001614,-15.03910752,8.62381829,,EXPECTED
594,-0.94335528,-9.00867460,-14.87909768,8.49838072,,EXPECTED
609,-1.02665975,-8.17221517,-14.74710869,8.39008439,,EXPECTED
627,-0.98487322,-8.42459546,-14.64039572,8.29715847,,EXPECTED
630,-1.05737297,-10.78630017,-19.23981853,11.40514227,,EXPECTED
651,-0.82863834,-7.79241076,-14.35113715,6.45709034,,EXPECTED
666,-0.72509441,-8.79870175,-14.23300791,6.37988942,,EXPECTED
687,-0.71810187,-8.64326921,-13.94987143,6.20674783,,EXPECTED
693,-1.13304698,-6.74304933,-13.78763104,7.64019169,,EXPECTED
717,-1.08511016,-8.24291756,-13.54863484,8.94447358,,EXPECTED
726,-0.96794710,-7.72979956,-13.60009230,7.48203710,,EXPECTED
735,-0.77685119,-9.50344320,-17.95674308,7.38276112,,EXPECTED
756,-0.83617620,-6.89021499,-13.23024147,5.76143377,,EXPECTED
774,-0.92161349,-7.74297870,-13.15509107,7.13603361,,EXPECTED
783,-0.93251124,-7.55722408,-13.03619978,7.04719640,,EXPECTED
798,-1.34228736,-6.23710175,-12.94993349,8.37198287,,EXPECTED
816,-0.96033395,-7.09178362,-12.72727503,6.81048058,,EXPECTED
825,-1.03998187,-9.19813873,-17.02527341,9.56589752,,EXPECTED
840,-0.80611122,-8.27113666,-16.72436388,6.66745603,,EXPECTED
858,-1.30580303,-6.07651091,-12.48049997,7.93472635,,EXPECTED
882,-1.51972300,-5.96822818,-12.30816916,9.07005362,,EXPECTED
897,-1.03572241,-6.19899588,-12.23704593,6.42043897,,EXPECTED
903,-1.12551775,-5.63732761,-12.13187783,6.34491226,,EXPECTED
924,-1.49945895,-5.04304156,-12.08730104,7.56183382,,EXPECTED
939,-0.93415749,-6.59917731,-11.89947315,6.16467091,,EXPECTED
954,-0.94781750,-6.44936287,-11.83622103,6.11281896,,EXPECTED
969,-1.25266012,-5.80708995,-11.77408121,7.27431000,,EXPECTED
984,-1.33719615,-6.29432575,-11.71302597,8.41674817,,EXPECTED
990,-1.24068187,-7.66970720,-15.49668102,9.51566670,,EXPECTED
1008,-1.57927698,-5.23431612,-11.57418903,8.26643496,,EXPECTED
1029,-1.13850669,-5.09151947,-11.43137327,5.79672898,,EXPECTED
1035,-1.17782347,-7.88770235,-15.26739282,9.29032091,,EXPECTED
1050,-1.72364964,-6.60616367,-15.05934936,11.38671165,,EXPECTED
1071,-1.76165069,-4.49744713,-11.25997543,7.92293086,,EXPECTED
1092,-1.84759593,-4.21413976,-11.13028545,7.78602747,,EXPECTED
1107,-1.36508767,-5.66161429,-11.08025545,7.72859989,,EXPECTED
1113,-1.44467367,-4.54152117,-11.00571760,6.56101605,,EXPECTED
1137,-1.15376176,-5.59689641,-10.89414225,6.45748508,,EXPECTED
1140,-1.21738359,-7.07782679,-14.53640469,8.61643022,,EXPECTED
1254,-1.66222896,-4.24417651,-10.45965961,7.05479312,,EXPECTED
1344,-2.01187535,-3.82094587,-10.16066114,7.68726683,,EXPECTED
1386,-2.54222145,-2.94080931,-9.98495291,7.47618850,,EXPECTED
1491,-3.26446288,-3.27130114,-9.70292291,10.67904113,,EXPECTED
1638,-3.45675863,-2.40101547,-9.31701109,8.29973094,,EXPECTED
1743,-2.69382950,-2.63968694,-9.05762868,7.11086655,,EXPECTED
1827,-2.97785439,-2.30375877,-8.87825527,6.86025817,,EXPECTED
1932,-3.91950362,-2.05984903,-8.70135511,8.07358572,,EXPECTED
2079,-3.45512915,-1.40766890,-8.45171039,4.86367786,,EXPECTED
2184,-4.90084732,-1.36306162,-8.27901181,6.68015687,,EXPECTED
2289,-4.80525957,-1.75026226,-8.14909447,8.41046449,,EXPECTED
2310,-6.29937606,-1.42581129,-10.81780899,8.98172148,,EXPECTED
2457,-7.24321326,-1.01475563,-7.93065133,7.35009145,,EXPECTED
2541,-9.61401617,-0.81092640,-7.85486578,7.79625951,,EXPECTED
2709,-5.32953131,-1.17766077,-7.67181853,6.27637993,,EXPECTED
