START,n_1,C_max,Npred_0,CboundMax,Lambda_max,Jitter,JitterRatio,Status
12,12,12.34952212,12,17.65166636,-3.572128e-01,20.050889,-0.264434,EXPECTED
5PRD2,18,16.70849780,15,36.17656947,-7.724942e-01,22.156865,-0.878647,EXPECTED
5PR,30,11.56814363,30,40.63509067,-1.256377e+00,21.686469,-1.340326,EXPECTED
5PR3D2,45,9.66045287,45,36.77191975,-1.336694e+00,19.181455,-1.413421,EXPECTED
5PR2,66,7.02128274,60,30.43746094,-1.466728e+00,19.704674,-1.188357,EXPECTED
5PR5D2,78,6.32697060,75,29.90305222,-1.553139e+00,20.159069,-1.169503,EXPECTED
5PR3,102,9.50683268,90,32.39271181,-1.225923e+00,19.853367,-1.152745,EXPECTED
7PRD2,105,14.43956463,105,31.15510024,-7.690060e-01,20.431535,-0.818124,EXPECTED
5PR4,122,4.61572364,120,28.58308557,-1.823346e+00,20.988179,-1.141946,EXPECTED
5PR9D2,144,8.23301474,135,27.98010999,-1.223342e+00,15.510261,-1.273163,EXPECTED
5PR5,150,7.72506648,150,26.83741339,-1.245327e+00,15.126921,-1.263466,EXPECTED
5PR11D2,165,11.17314822,165,26.72130400,-8.719477e-01,14.764583,-1.053071,EXPECTED
5PR6,186,10.24066061,180,25.88996199,-9.274892e-01,13.711952,-1.141289,EXPECTED
5PR13D2,195,9.81336153,195,25.93055095,-9.716770e-01,13.449500,-1.198349,EXPECTED
7PR,213,6.38743415,210,26.70755262,-1.430614e+00,13.199032,-1.539516,EXPECTED
5PR15D2,231,8.88597316,231,25.30743901,-1.046624e+00,12.455049,-1.318459,EXPECTED
5PR8,248,8.68511330,240,24.93269527,-1.054570e+00,12.262108,-1.325024,EXPECTED
5PR17D2,260,8.43304915,255,25.44370554,-1.104310e+00,12.076747,-1.408546,EXPECTED
5PR9,270,8.17625959,270,25.01478321,-1.118232e+00,11.517484,-1.461997,EXPECTED
5PR19D2,294,7.75273895,285,25.19050064,-1.178421e+00,11.368726,-1.533836,EXPECTED
5PR10,312,7.32935236,300,24.83750202,-1.220468e+00,11.225110,-1.559731,EXPECTED
7PR3D2,315,4.90253214,315,26.30818214,-1.680128e+00,10.786403,-1.984503,EXPECTED
5PR11,333,6.97955569,330,25.53400641,-1.297026e+00,10.667727,-1.739307,EXPECTED
5PR23D2,345,6.82940227,345,25.16241637,-1.304114e+00,10.552720,-1.737279,EXPECTED
5PR12,360,8.94096017,360,24.90229060,-1.024317e+00,10.197659,-1.565196,EXPECTED
5PR25D2,378,8.53890160,375,30.34220172,-1.267907e+00,10.100518,-2.158632,EXPECTED
5PR13,399,8.19832202,390,30.70569872,-1.320519e+00,10.006101,-2.249365,EXPECTED
5PR27D2,414,8.06912461,405,29.79669386,-1.306352e+00,9.711784,-2.237238,EXPECTED
7PR2,420,9.86072351,420,30.43657151,-1.127085e+00,9.630665,-2.136493,EXPECTED
5PR29D2,441,7.80557210,435,29.05598329,-1.314387e+00,9.551629,-2.224794,EXPECTED
5PR15,450,7.65598072,450,28.56871167,-1.316825e+00,9.303015,-2.247952,EXPECTED
5PR31D2,474,7.40692208,465,28.16128960,-1.335533e+00,9.234182,-2.247559,EXPECTED
5PR16,483,9.09347758,480,27.71971851,-1.114587e+00,9.166982,-2.031884,EXPECTED
5PR33D2,504,7.04008280,495,28.30899253,-1.391560e+00,9.101392,-2.336885,EXPECTED
5PR17,522,5.10761787,510,27.43766252,-1.681183e+00,8.894562,-2.510528,EXPECTED
7PR5D2,525,6.82263614,525,28.20526355,-1.419263e+00,8.836691,-2.419755,EXPECTED
