n,ratio,c_pred,baseline,c_meas,lambda,status
4,0.00000000,,,0.00000000,,EXPECTED
5,0.00000000,,,0.00000000,,EXPECTED
6,0.00000000,,,0.00000000,,EXPECTED
7,0.00000000,,,0.00000000,,EXPECTED
8,0.00000000,,,0.00000000,,EXPECTED
9,0.00000000,,,0.00000000,,EXPECTED
10,0.00000000,,,0.00000000,,EXPECTED
11,0.00000000,,,0.00000000,,EXPECTED
12,0.00000000,,,0.00000000,,EXPECTED
13,0.00000000,,,0.00000000,,EXPECTED
14,0.00000000,,,0.00000000,,EXPECTED
15,0.00000000,,,0.00000000,,EXPECTED
30,0.76658470,30.18099291,23.13628726,23.13628726,-0.26581009,EXPECTED
45,0.30035344,48.24542487,41.19907749,14.49067931,-1.20279537,EXPECTED
64,0.38518878,29.93563939,27.29402918,11.53087233,-0.95402173,EXPECTED
76,0.38599454,32.39294732,29.59627919,12.50350084,-0.95193205,EXPECTED
100,0.32931205,32.19984304,28.67851446,10.60379622,-1.11074951,EXPECTED
108,0.48894422,35.86888167,30.58621619,17.53788226,-0.71550687,EXPECTED
134,0.26898896,29.72716131,27.04546004,7.99627824,-1.31308494,EXPECTED
143,0.26509665,30.96961915,27.76812652,8.20994227,-1.32766080,EXPECTED
157,0.24431682,29.89750443,27.23934356,7.30446333,-1.40928944,EXPECTED
173,0.22301220,29.77013625,27.11342901,6.63910356,-1.50052880,EXPECTED
186,0.41304436,33.05750088,27.59333612,13.65421415,-0.88420029,EXPECTED
195,0.36620381,33.74505167,26.06180017,12.35756638,-1.00456525,EXPECTED
217,0.20825858,27.79553705,24.51681627,5.78865911,-1.56897479,EXPECTED
228,0.37450930,31.48417833,25.89144455,11.79111758,-0.98213864,EXPECTED
240,0.34169498,31.96620543,24.92322082,10.92269200,-1.07383680,EXPECTED
267,0.34716195,29.97385653,24.63089727,10.40578252,-1.05796389,EXPECTED
270,0.47138363,30.68772257,23.64467323,14.46569005,-0.75208302,EXPECTED
287,0.19589680,25.15432679,21.90380128,4.92765215,-1.63016728,EXPECTED
312,0.30528572,28.80980798,23.04736613,8.79522283,-1.18650717,EXPECTED
322,0.37569971,23.66815452,20.34793021,8.89211881,-0.97896510,EXPECTED
342,0.29747251,28.61190167,23.01912619,8.51125408,-1.21243348,EXPECTED
348,0.29901521,28.63422411,23.15655631,8.56206847,-1.20726085,EXPECTED
366,0.43555320,28.23272073,22.86105666,12.29685186,-0.83113833,EXPECTED
384,0.28216222,27.88793460,22.60588246,7.86892151,-1.26527313,EXPECTED
390,0.26013866,30.40678164,22.72383356,7.90997931,-1.34654050,EXPECTED
414,0.27166769,28.13891438,22.60529813,7.64443384,-1.30317569,EXPECTED
426,0.39761530,27.65706156,22.29847017,10.99687074,-0.92227033,EXPECTED
441,0.37278149,28.41685175,22.07833791,10.59327643,-0.98676284,EXPECTED
453,0.38733328,27.59095781,22.27345862,10.68689614,-0.94846977,EXPECTED
470,0.25916655,26.55794464,22.95834415,6.88293084,-1.35028438,EXPECTED
483,0.34913744,28.53686655,21.89653951,9.96328848,-1.05228963,EXPECTED
506,0.32949227,19.61085892,16.53666033,6.46162648,-1.11020238,EXPECTED
522,0.23027621,27.20795386,21.73021679,6.26534458,-1.46847576,EXPECTED
525,0.20769515,30.22133763,21.77003540,6.27682525,-1.57168390,EXPECTED
552,0.22435908,27.33316823,21.79963322,6.13244445,-1.49450748,EXPECTED
567,0.42498722,28.02709525,21.68863391,11.91115736,-0.85569618,EXPECTED
578,0.48174702,18.65625564,15.83916442,8.98759551,-0.73033616,EXPECTED
585,0.49466875,29.31069489,21.62762877,14.49908483,-0.70386693,EXPECTED
604,0.31559298,17.92171439,15.26295002,5.65596724,-1.15330194,EXPECTED
622,0.31618113,18.05282046,15.40325851,5.70796114,-1.15144004,EXPECTED
630,0.46031726,30.08599205,21.63477641,13.84910133,-0.77583934,EXPECTED
647,0.30843407,17.52505716,14.87994288,5.40532472,-1.17624717,EXPECTED
662,0.30869364,17.63455240,14.98551236,5.44367415,-1.17540595,EXPECTED
689,0.29639607,17.46613705,14.52853787,5.17689436,-1.21605865,EXPECTED
696,0.29079295,26.78669556,21.30903017,7.78938221,-1.23514378,EXPECTED
705,0.29187636,35.72285359,28.52369208,10.42665659,-1.23142498,EXPECTED
724,0.29818677,17.10711363,14.45137268,5.10111502,-1.21003523,EXPECTED
739,0.29500466,16.90238090,14.25779587,4.98628121,-1.22076411,EXPECTED
754,0.28585455,17.06222173,14.07442841,4.87731378,-1.25227215,EXPECTED
774,0.28242738,25.40336808,19.99250955,7.17460677,-1.26433381,EXPECTED
792,0.36697210,25.55752580,19.68864489,9.37889890,-1.00246946,EXPECTED
799,0.28166160,16.69316125,13.81347391,4.70182248,-1.26704893,EXPECTED
818,0.28267091,16.32123623,13.67373928,4.61353871,-1.26347192,EXPECTED
825,0.34178793,33.83142561,26.00626197,11.56317283,-1.07356483,EXPECTED
843,0.37014613,24.52367845,19.22272409,9.07734476,-0.99385740,EXPECTED
868,0.40006412,16.74658999,13.46811097,6.69970980,-0.91613044,EXPECTED
882,0.34974818,25.05101957,18.71265543,8.76154840,-1.05054188,EXPECTED
898,0.27160024,15.83802185,13.19110969,4.30161051,-1.30342401,EXPECTED
909,0.27147743,23.85296390,18.51763692,6.47554126,-1.30387629,EXPECTED
924,0.33509179,25.30178291,18.25916296,8.47841974,-1.09335078,EXPECTED
939,0.26798927,23.31013695,18.01116590,6.24686653,-1.31680835,EXPECTED
954,0.26728153,23.48021359,18.09466702,6.27582747,-1.31945275,EXPECTED
962,0.38810301,15.85751989,12.89413111,6.15435124,-0.94648448,EXPECTED
984,0.35087632,23.03994601,17.62251943,8.08417149,-1.04732148,EXPECTED
1001,0.36067592,16.54216777,12.70070710,5.96636158,-1.01977545,EXPECTED
1016,0.38865307,15.41755256,12.75545263,5.99207917,-0.94506818,EXPECTED
1026,0.42960048,22.83676350,17.24407364,9.81068466,-0.84489961,EXPECTED
1041,0.51876621,22.33321845,17.03590379,11.58571908,-0.65630196,EXPECTED
1056,0.42196232,22.97495848,17.10613278,9.69456681,-0.86283925,EXPECTED
1078,0.47744585,16.02000680,12.49869645,7.64868584,-0.73930452,EXPECTED
1081,0.37068529,15.18990952,12.36166362,5.63067595,-0.99240186,EXPECTED
1108,0.37196566,14.95709363,12.30650180,5.56352519,-0.98895374,EXPECTED
1113,0.32247610,23.03291706,16.57028662,7.42756534,-1.13172624,EXPECTED
1137,0.33768717,21.71959191,16.42360540,7.33442750,-1.08563535,EXPECTED
1142,0.36572199,14.78594141,12.14030915,5.40754393,-1.00588182,EXPECTED
1257,0.40742984,20.83360448,15.53896955,8.48823210,-0.89788654,EXPECTED
1260,0.40747135,29.18356149,20.73246961,11.89146514,-0.89778466,EXPECTED
1461,0.46306747,19.65720366,14.36435992,9.10261163,-0.76988251,EXPECTED
1491,0.65339529,20.71764669,14.28747726,13.53681270,-0.42557299,EXPECTED
1638,0.47832633,20.55498176,13.64048507,9.83198896,-0.73746208,EXPECTED
1723,0.49618847,13.48342469,10.84092796,6.69031984,-0.70079945,EXPECTED
1827,0.46253548,19.40126214,12.82819060,8.97377205,-0.77103202,EXPECTED
1932,0.45032145,19.13774779,12.49762156,8.61813842,-0.79779361,EXPECTED
2046,0.51907072,18.28068028,12.20953744,9.48896596,-0.65571513,EXPECTED
2121,0.50088066,18.37395296,11.97163320,9.20315768,-0.69138741,EXPECTED
